Name,NameASCII,Season,Team,Age,PA,wRC+,BB%,K%,ISO,Spd,AVG,OBP,SLG,OPS,wOBA,BABIP,G,AB,H,2B,3B,HR,R,RBI,BB,SO,SB,CS,HBP,z_wRC+,z_BB%,z_K%,z_ISO,z_Spd,composite_score,age_multiplier,adjusted_composite,player_type,seasons_used
Hyun Bin Moon 문현빈,Hyun Bin Moon,2026,Eagles (KBO),22,1729,109.66542595894592,0.07807981444129555,0.15268941524465007,0.1324711395112782,4.57708981965084,0.2911947364366686,0.35250295906766915,0.42366587594794686,0.776168835015616,0.35518740738883003,0.3295835272602661,461,1535,447,90,10,31,199,226,135,264,31,13,22,0.672007990760045,-0.537264765346047,-1.1332529682114267,0.2279101027053225,0.13049252565471559,0.3411725675050571,1.15,0.39234845263081564,KBO_only,2023-2026
David MacKinnon 맥키넌,David MacKinnon,2024,Lions (KBO),29,315,102.65776399081643,0.12380952300000002,0.104761904,0.091911764,1.7869826426788353,0.294117647,0.38095238,0.386029411,0.766981791,0.3542794518363781,0.319327731,72,272,80,13,0,4,28,36,39,33,1,0,1,0.1469760123976854,1.1043127629182121,-1.3400677283984794,-0.44949855296472396,-1.1180810293889218,0.40895165424495383,0.9,0.36805648882045844,KBO_only,2024 only
Whee Jip Kim 김휘집,Whee Jip Kim,2026,Dinos (KBO),24,1608,106.25143029134486,0.09627749209390546,0.19371040927674127,0.15193832663868162,3.3842174265960914,0.25705568413184077,0.34937537165609456,0.40899401077052233,0.7583693824266169,0.35131425562726326,0.29713691758271144,369,1205,307,59,2,40,179,175,135,274,15,7,46,0.483027564983003,0.4167676841856877,-0.15250171937083332,0.6714302853302585,-0.7028370724854592,0.31003136996648234,1.05,0.32553293846480647,KBO_only,2023-2026
Seung-min Go 고승민,Seung-min Go,2026,Giants (KBO),25,1621,98.39089545987956,0.09685379370758793,0.1659469456249229,0.12026682434608268,4.660924570102344,0.2738429834534238,0.34470365703084516,0.39410980779950644,0.7388134648303517,0.3397533176451766,0.31720406966008635,390,1427,392,71,12,26,220,190,157,269,18,9,5,0.06712087214572385,0.4474453870054067,-0.8084290028693926,-0.05516494200818297,0.18737524606571024,0.3041461922742909,1.0,0.3041461922742909,KBO_only,2023-2026
Jun-su Han 한준수,Jun-su Han,2026,Tigers (KBO),27,942,109.49577865428957,0.09554140103397028,0.16878980864968152,0.14962024140976646,1.6728826215790766,0.281967251237792,0.35567089828450105,0.43158749264755836,0.7872583909320594,0.3580156426990364,0.3210923497282378,340,825,232,55,1,22,110,105,90,159,0,1,11,0.5813596414286325,0.33509820228403786,-0.6591646187526379,0.5511376846050303,-1.7097134625876402,0.30171467318211737,1.0,0.30171467318211737,KBO_only,2023-2026
Anthony Alford 알포드,Anthony Alford,2023,Wiz (KBO),28,547,126.13219649105254,0.085923217,0.255941499,0.16700611,6.1576886647616025,0.289205702,0.356489945,0.456211812,0.812701757,0.3763768985157921,0.374631268,133,491,142,31,3,15,83,70,47,140,17,3,6,1.1581148271337496,-0.1069915166731563,1.0243371244758284,0.7671164714559037,0.934350387097325,0.32432165350478814,0.9,0.2918894881543093,KBO_only,2023 only
In Ho Choi 최인호,In Ho Choi,2025,Eagles (KBO),25,551,105.87419925592376,0.08711433715789473,0.14882032632849365,0.11449762245916516,4.835093111739955,0.28122542674954626,0.35850175284392016,0.39572304920871143,0.7542248020526316,0.351435521614939,0.3255199387205082,201,480,135,27,5,6,67,52,48,82,5,0,12,0.3374560649088795,-0.05941916295332546,-0.9142566416285105,-0.15624780616857126,0.22857117632642032,0.26865330376739094,1.0,0.26865330376739094,KBO_only,2023-2025
Jae Seok An 안재석,Jae Seok An,2026,Bears (KBO),24,363,112.42081760967558,0.07438016485123967,0.18181818133057853,0.1754326483140496,5.727379425951403,0.28156153565289255,0.33986188103305787,0.45699418396694214,0.796856065,0.3601973128984646,0.3295991194710744,90,330,93,28,3,8,49,47,27,66,6,1,3,0.4982980806174973,-0.489936504845964,-0.2566184857963675,0.7679419933439983,0.5917282832358126,0.2526931224582127,1.05,0.26532777858112333,KBO_only,2025-2026
Ji-hoon Choi 최지훈,Ji-hoon Choi,2026,Landers (KBO),28,1966,92.33513431780318,0.07324516733570702,0.13021363128179045,0.11942054732858595,7.390949855384118,0.2701995907304171,0.3273366637761953,0.38962013805900303,0.7169568018351984,0.32977629587775914,0.29956378299593084,466,1777,480,72,25,30,265,162,144,256,92,14,13,-0.258768014039961,-0.80550723478121,-1.7008275486370432,-0.07522484505679296,2.1527387074008923,0.26514844080168815,0.9,0.23863359672151935,KBO_only,2023-2026
Estevan Florial 플로리얼,Estevan Florial,2025,Eagles (KBO),27,285,110.3395416983397,0.084210526,0.228070175,0.178294574,6.400545750297296,0.271317829,0.333333333,0.449612403,0.782945736,0.3520682540462211,0.331550802,65,258,70,18,2,8,36,29,24,65,13,3,1,0.37100122192404644,-0.1456796959920287,0.41002825814305655,0.715480457703168,0.7937605056690594,0.1795729101729766,1.0,0.1795729101729766,KBO_only,2025 only
Tae Yang Han 한태양,Tae Yang Han,2026,Giants (KBO),22,386,102.90233062460312,0.11398963708031087,0.24352331567098448,0.09273109563471503,6.128683164344573,0.27167905630829015,0.3612687311580311,0.3644101519430052,0.7256788831010362,0.343243053334595,0.37327451312435234,146,335,91,19,3,2,63,27,44,94,12,2,3,0.17789063913195496,0.8767143022962839,0.706002024325823,-0.47607280293600335,0.7958974794873694,0.13952418995682933,1.15,0.16045281845035372,KBO_only,2025-2026
Jun Jae Jeong 정준재,Jun Jae Jeong,2026,Landers (KBO),23,1018,89.81726089281544,0.09724950824950884,0.18467583415913555,0.06838864875638506,7.588105509188627,0.2703598766876228,0.3504372475481336,0.33874852544400785,0.6891857729921413,0.326745838494894,0.34043436185854625,303,871,236,26,14,2,141,75,99,188,65,17,11,-0.3611839370005636,0.423863633438602,-0.32917301470442395,-1.1457115694070807,2.0384147392261944,0.09543006871192355,1.05,0.10020157214751974,KBO_only,2024-2026
Ju Hyoung Lee 이주형,Ju Hyoung Lee,2026,Heroes (KBO),25,1381,105.70224936322965,0.07965242527226649,0.2194062267762491,0.1440788281129616,5.65717879287729,0.2653690472997828,0.34982245952353364,0.40944787541274436,0.7592703349362779,0.3509926459986262,0.3288353654945691,317,1213,322,61,9,32,179,151,110,303,28,2,49,0.44053077105894467,-0.4399977774788967,0.44389842143664404,0.47742359664132505,0.8584065778565241,0.09083429994248159,1.0,0.09083429994248159,KBO_only,2023-2026
Chan-ui Song 송찬의,Chan-ui Song,2026,Twins (KBO),27,385,117.44059450568406,0.07792207717402598,0.26493506431168834,0.19481882283116883,4.867037336056065,0.2603658313194805,0.3514049577324675,0.45518465415064935,0.8065896118831168,0.3681909060365616,0.34074888285974025,129,335,87,28,2,11,57,53,30,102,3,2,18,0.690828171439298,-0.3783514638498712,1.0420733144320076,1.0863246812902816,0.20845780321065585,0.08804040509752788,1.0,0.08804040509752788,KBO_only,2025-2026
Eun-won Jung 정은원,Eun-won Jung,2023,Eagles (KBO),23,459,76.44425982629129,0.135076252,0.15904139399999997,0.046391753,3.2446050314549133,0.221649484,0.332599118,0.268041237,0.600640355,0.30016429640073117,0.267515923,122,388,86,12,0,2,50,30,62,73,6,3,3,-0.807889403794939,1.735157737668427,-0.67628682611129,-1.2705717749482914,-0.5844499112760508,0.07764922113103429,1.05,0.081531682187586,KBO_only,2023 only
Tae-yean Kim 김태연,Tae-yean Kim,2026,Eagles (KBO),29,1342,102.64748666297619,0.08643815169597616,0.18852458995827126,0.1190669420804769,3.5658168245585804,0.2786382847988077,0.3512449979195231,0.39770522687928467,0.7489502247988078,0.34693067775744224,0.3347000889806259,409,1171,326,63,2,24,158,124,116,253,17,7,20,0.2810361892735175,-0.09493263979831103,-0.26437806989532314,-0.08177886763591907,-0.559937256253014,0.04519275504085284,0.9,0.04067347953676756,KBO_only,2023-2026
Jeong-won Choi 최정원,Jeong-won Choi,2026,Dinos (KBO),26,446,97.41866081978766,0.09865470812780269,0.18161434910089685,0.037797960076233185,6.465877936198532,0.27522074772197314,0.3814404047107624,0.3130187077982063,0.6944591125089686,0.33954405369495394,0.3473881440470853,223,367,101,11,0,1,98,31,44,81,59,14,21,-0.011972045026767294,0.36777360871007675,-0.29010149084757486,-1.396559744098825,1.014662658052326,0.03835439102941282,1.0,0.03835439102941282,KBO_only,2024-2026
In Seo Heo 허인서,In Seo Heo,2026,Eagles (KBO),22,244,127.7671078283756,0.086065573,0.299180327,0.202830188,2.1981891339285715,0.29245283,0.369294605,0.495283018,0.864577623,0.3876291875061131,0.387596899,73,212,62,7,0,12,39,45,21,73,0,1,6,0.826274647130303,-0.08696434398166446,1.2756983308907694,0.9541193109871567,-0.8310817792834737,0.031011360685246986,1.15,0.03566306478803403,KBO_only,2026 only
Seong Bin Hwang 황성빈,Seong Bin Hwang,2026,Giants (KBO),28,1133,87.25050512696879,0.06884377698411297,0.15092674266107678,0.0831473589232127,8.936000699071188,0.279750992505737,0.3340161051694616,0.36289835142894966,0.6969144565984113,0.32378815501417313,0.3300229811482789,344,1022,286,30,20,5,197,76,78,171,117,25,8,-0.49532498420605914,-0.954150557440633,-1.0853917556994659,-0.8539155344588072,2.9689319707782387,-0.0012509165730800187,0.9,-0.001125824915772017,KBO_only,2023-2026
Bon-hyeok Gu 구본혁,Bon-hyeok Gu,2026,Twins (KBO),29,1004,85.55273367797845,0.0906374496942231,0.12151394394223107,0.05740989821115538,4.51888006554405,0.271313473313745,0.346682550123506,0.32872337152490044,0.6754059216484063,0.3209042536864562,0.3106291859153386,347,870,236,33,4,3,109,96,91,122,21,9,12,-0.5665227457097409,0.10742591113800187,-1.6888871114484922,-1.3723565453620912,0.07732234060449235,-0.003444171382587761,0.9,-0.003099754244328985,KBO_only,2024-2026
Zach Reks 렉스,Zach Reks,2023,Giants (KBO),29,234,92.12538660759442,0.119658119,0.23076923,0.098522168,2.909450680422023,0.246305418,0.337606837,0.34482758599999996,0.682434423,0.3242164015256125,0.31292517,55,203,50,4,2,4,20,30,28,54,0,1,1,-0.1755516114415619,0.8243941596205412,0.40898791045584193,-0.31330635977159205,-0.5549980554710752,-0.03086028513134799,0.9,-0.02777425661821319,KBO_only,2023 only
Young Woong Kim 김영웅,Young Woong Kim,2025,Lions (KBO),21,1111,100.63128938990525,0.09090909029522952,0.2934293427632763,0.21137293278937896,4.720478858919577,0.24464317603330335,0.31509528845994594,0.4560161088226823,0.7711113972826282,0.34358936936122353,0.30707699438883884,306,993,243,44,5,52,142,163,101,326,16,4,5,0.16814867824615415,0.12432296405199184,2.0595259411576947,1.8977674982839854,0.21118961785240145,-0.024595757216856803,1.15,-0.028285120799385322,KBO_only,2023-2025
Addison Russell 러셀,Addison Russell,2023,Heroes (KBO),29,235,106.75863029978603,0.072340425,0.16595744599999998,0.11574074,2.8147498354931364,0.287037037,0.340425531,0.402777777,0.743203308,0.3466612373152349,0.333333333,58,216,62,11,1,4,20,41,17,39,1,0,1,0.22793960535419794,-0.4592351640126878,-0.3869250745309638,-0.10804578744082277,-0.5906460288496204,-0.04431336549180527,0.9,-0.03988202894262474,KBO_only,2023 only
Young Mook Hwang 황영묵,Young Mook Hwang,2026,Eagles (KBO),26,772,92.82958297216035,0.08160621688860104,0.1424870459235751,0.07843630752072539,4.339340222813224,0.2826060668393782,0.3499156891023316,0.3610423743601036,0.7109580634624353,0.3332375027763827,0.3308034559248705,287,689,195,30,6,4,102,73,63,110,7,11,9,-0.20584370663486398,-0.30536725025404937,-1.1524245220249372,-0.8748168770843998,-0.036972707158729676,-0.04252982242751704,1.0,-0.04252982242751704,KBO_only,2024-2026
Jin-young Lee 이진영,Jin-young Lee,2026,Eagles (KBO),28,983,100.47081000750084,0.11088504541200407,0.2797558490254323,0.1353294862756867,3.2749120185527096,0.2515280759623601,0.33812613402848424,0.38685756223804674,0.7249836962665311,0.3390194491977389,0.3381712072716175,317,851,214,43,0,24,136,118,109,275,8,5,8,0.15376871350399932,1.066287548112242,1.7127525530557863,0.2592269316868234,-0.7115366610908296,-0.06211763588795642,0.9,-0.05590587229916078,KBO_only,2023-2026
Ji-yeol Im 임지열,Ji-yeol Im,2025,Heroes (KBO),29,662,97.46903264557609,0.10574018087311178,0.26435045265105744,0.12740227696223566,4.148555888992943,0.24835156905287006,0.33235906863746223,0.37575384601510575,0.7081129146525679,0.3324062165073548,0.32586563261329304,173,580,144,22,2,16,73,85,70,175,14,6,5,0.00032334359105642426,0.7331527009032951,1.2488216086055968,0.07897686409415984,-0.14553610954199311,-0.06908622475805401,0.9,-0.06217760228224861,KBO_only,2023-2025
Ju Hong Park 박주홍,Ju Hong Park,2026,Heroes (KBO),25,442,82.80671623892215,0.11312217166968325,0.26018099518552035,0.10443041562669683,6.612344497608168,0.2298464129321267,0.3249303544864253,0.33427682855882357,0.659207183045249,0.31296456768110337,0.3138202966809955,147,383,88,17,4,5,50,30,50,115,14,1,5,-0.5589222223755109,0.8993624613946356,1.020980488093635,-0.31120207200684186,1.0830141915922487,-0.08541104062452282,1.0,-0.08541104062452282,KBO_only,2025-2026
Ruben Cardenas 카데나스,Ruben Cardenas,2025,Heroes (KBO),27,361,92.46635745025992,0.088642659,0.185595567,0.11875,2.310069526196626,0.253125,0.329639889,0.37187500000000007,0.701514889,0.324733616249807,0.297188755,86,320,81,15,1,7,33,42,32,67,1,2,6,-0.1876465644750293,-0.0069937365191996585,-0.19806594108543735,-0.07680425064218262,-0.9534861091945789,-0.1252984637710065,1.0,-0.1252984637710065,KBO_only,2025 only
Jun Soon Park 박준순,Jun Soon Park,2026,Bears (KBO),19,532,113.75240341148512,0.041353382785714286,0.19172932300375942,0.15903317254887217,5.213775575631769,0.3068757533834587,0.3395016252932331,0.4659089259323308,0.8054105512255639,0.36137005630854485,0.35858943350375944,145,499,153,20,7,15,62,58,22,102,11,3,5,0.6486838733345418,-1.8694340650797074,-0.13416282737420554,0.6202333198396887,0.42554851924439696,-0.11033093889433021,1.25,-0.13791367361791276,KBO_only,2025-2026
Ji Hoon Park 박지훈,Ji Hoon Park,2026,Bears (KBO),25,217,75.937664104862,0.087557603,0.142857142,0.043243243,6.222026225932824,0.254054054,0.336538461,0.297297297,0.633835758,0.3075431295885489,0.305194805,77,185,47,4,2,0,28,17,19,31,5,1,4,-0.5982396116279028,-0.04613079745604659,-0.6379453531217407,-0.9339164912934507,0.6168479001826385,-0.14181819590378805,1.0,-0.14181819590378805,KBO_only,2026 only
Jae Hyun Park 박재현,Jae Hyun Park,2026,Tigers (KBO),19,330,96.24486764481142,0.057575757,0.187878787,0.134868421,6.765486748372666,0.282894736,0.325077399,0.41776315699999994,0.742840556,0.3389215076301858,0.333333333,82,304,86,11,3,8,44,39,19,62,16,3,0,-0.058887756510940754,-1.0155962035048511,-0.15361612397525054,0.15401804239702035,1.014287404461505,-0.11631070622874137,1.25,-0.14538838278592672,KBO_only,2026 only
Ho-yeon Lee 이호연,Ho-yeon Lee,2023,Wiz (KBO),28,234,96.347221181378,0.068376068,0.175213675,0.075471698,4.5830189554773675,0.278301886,0.339055793,0.353773584,0.692829377,0.3306919571667782,0.331360946,85,212,59,5,1,3,28,17,16,41,4,2,4,-0.05935211027930933,-0.5657308192115719,-0.27231789323138267,-0.5882658042530289,0.051563640958794024,-0.18785826578248413,0.9,-0.16907243920423573,KBO_only,2023 only
Dong Jin Kwon 권동진,Dong Jin Kwon,2026,Wiz (KBO),27,463,88.58768032722703,0.11015118735637149,0.27429805531533474,0.09885836114686825,5.4160209898054745,0.24712666712311018,0.3356841947451404,0.3459850282699784,0.6816692230151188,0.3217669914119864,0.3555075591727862,193,398,98,23,5,2,65,47,51,127,3,2,3,-0.34755229205467525,0.8056541117243207,1.2784775143503917,-0.4080752822633374,0.5034964201240085,-0.16940931288250052,1.0,-0.16940931288250052,KBO_only,2025-2026
Seong Ho Cheon 천성호,Seong Ho Cheon,2026,Twins (KBO),28,672,85.83788532455848,0.06518613747916667,0.15278198060416667,0.08368443128124999,6.671307964385632,0.27861267904613096,0.3320221327872024,0.362297110327381,0.6943192431145834,0.3223677864293024,0.3294303597782738,201,539,152,26,5,3,88,53,39,91,15,1,5,-0.5043798277969616,-0.9975827502628222,-0.904345660390809,-0.7431751672691829,1.296517268985752,-0.20166505201843446,0.9,-0.18149854681659103,KBO_only,2024-2026
