Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,player_type
2023,Won-seok Lee 이원석,Heroes (KBO),36.0,70,247,273,54,47,6,0,1,16,20,20,1,59,3,2,1,8,0,0,0.218623481,Won-seok Lee,sa3013066,,0.073260073,0.216117216,0.33898305,0.283088235,0.255060728,0.538148963,0.036437247,0.8021037149999999,0.28042328,-0.2063893110025674,16.57538677361484,-15.574818778963133,0.2619901877927604,51.5560833553854,KBO_only
2023,Woo-hyuk Byun 변우혁,Tigers (KBO),23.0,83,200,226,45,34,4,0,7,23,24,23,1,74,3,0,0,4,0,0,0.225,Woo-hyuk Byun,sa3012733,,0.101769911,0.327433628,0.31081081,0.314159292,0.35,0.664159292,0.125,1.15720139625,0.319327731,-0.1764778166543692,23.198675399577404,-3.4165130798461196,0.3166054219669766,87.16329556528424,KBO_only
2023,Woo-sung Lee 이우성,Tigers (KBO),28.0,126,355,400,107,82,17,0,8,39,58,31,4,81,5,3,6,10,8,1,0.30140845,Woo-sung Lee,sa3012368,,0.0775,0.2025,0.382716049,0.362944162,0.416901408,0.77984557,0.115492958,3.531836414508686,0.368029739,0.8400268401019275,55.13861182266084,8.03208354049532,0.3624477670742915,117.05089259047828,KBO_only
2023,Yong-ho Cho 조용호,Wiz (KBO),33.0,63,161,184,40,38,2,0,0,20,7,23,0,25,0,0,0,3,4,0,0.248447204,Yong-ho Cho,sa3012491,,0.125,0.135869565,0.92,0.342391304,0.260869565,0.603260869,0.012422361,4.275845322436417,0.294117647,0.6175398963969201,16.881590155031326,-4.78741285476482,0.3024073175114134,77.9066307176176,KBO_only
2023,Yongkyu Lee 이용규,Heroes (KBO),37.0,49,150,174,35,32,0,3,0,18,11,19,0,22,1,2,2,2,3,1,0.233333333,Yongkyu Lee,sa3012015,,0.109195402,0.126436781,0.863636363,0.319767441,0.273333333,0.593100774,0.04,6.167488615150603,0.269230769,0.025478090159595,14.532325400170684,-5.959014402571321,0.2916900543279426,70.91935198022567,KBO_only
2023,Yoo-seom Han 한유섬,Landers (KBO),33.0,109,333,388,91,67,15,2,7,29,55,34,1,81,12,7,2,3,2,1,0.273273273,Yoo-seom Han,sa3012336,,0.087628865,0.208762886,0.419753086,0.354922279,0.393393393,0.748315672,0.12012012,3.0231343592956144,0.333333333,-0.3539908789098263,50.44377277128302,4.750440337582459,0.3522408682030516,110.39635343838223,KBO_only
2023,Yoon-suk Oh 오윤석,Wiz (KBO),31.0,82,199,223,50,32,13,1,4,24,17,13,1,44,5,0,6,7,3,1,0.251256281,Yoon-suk Oh,sa3012464,,0.058295964,0.197309417,0.295454545,0.313364055,0.386934673,0.700298728,0.135678392,4.675075551013302,0.304635761,0.0344515384640544,24.721369213527645,-1.540520303779639,0.3272972755410053,94.13400813081483,KBO_only
2023,Young Woong Kim 김영웅,Lions (KBO),19.0,55,91,103,17,9,6,0,2,11,12,8,0,28,0,1,3,2,1,0,0.186813186,Young Woong Kim,sa3020665,,0.077669902,0.27184466,0.285714285,0.25,0.318681318,0.568681318,0.131868132,4.127426154070663,0.241935483,0.1491504625882953,6.707384289843075,-5.422546742814547,0.267726788520813,55.29614531018081,KBO_only
2023,Young-soo Oh 오영수,Dinos (KBO),23.0,70,208,238,49,35,9,1,4,21,24,17,1,55,5,3,5,5,3,3,0.235576923,Young-soo Oh,sa3012702,,0.071428571,0.231092436,0.309090909,0.30472103,0.346153846,0.650874876,0.110576923,3.6888746543371553,0.296052631,-0.8244508039206266,22.62428667840995,-5.404097649478541,0.3067213016851195,80.71919670338823,KBO_only
2023,Yu-chan Lee 이유찬,Bears (KBO),24.0,104,210,239,51,41,7,2,1,31,16,20,0,51,3,1,5,0,12,3,0.242857142,Yu-chan Lee,sa3012635,,0.083682008,0.213389121,0.392156862,0.316239316,0.309523809,0.625763125,0.066666667,7.033479819679325,0.314465408,0.951620027422905,21.943884480882872,-6.202266167711029,0.3024954187054919,77.96406959819609,KBO_only
2023,Zach Reks 렉스,Giants (KBO),29.0,55,203,234,50,40,4,2,4,20,30,28,2,54,1,2,0,3,0,1,0.246305418,Zach Reks,19667,,0.119658119,0.23076923,0.518518518,0.337606837,0.344827586,0.682434423,0.098522168,2.909450680422023,0.31292517,-0.619389160303399,25.38728670895607,-2.1700323361107645,0.3242164015256125,92.12538660759442,KBO_only
2024,Ah-seop Son 손아섭,Dinos (KBO),36.0,84,333,355,95,72,16,0,7,45,50,16,0,65,0,4,2,1,6,2,0.285285285,Ah-seop Son,sa3012050,,0.045070422,0.183098591,0.246153846,0.314447592,0.396396396,0.710843988,0.111111111,3.93726456346723,0.332075471,0.0174838844686746,38.737871400889,-9.244314454618856,0.3198740313478637,80.73386134917465,KBO_only
2024,Austin Dean 오스틴,Twins (KBO),30.0,140,527,604,168,101,32,3,32,99,132,61,6,82,3,13,0,9,12,8,0.318785578,Austin Dean,18288,,0.100993377,0.135761589,0.743902439,0.38410596,0.573055028,0.957160988,0.25426945,4.532188877522749,0.319248826,-1.835342595120892,113.3409853174937,31.703688819671903,0.4110524859715465,138.83480979862898,KBO_only
2024,Baek-ho Kang 강백호,Wiz (KBO),24.0,144,550,614,159,106,27,0,26,92,96,59,4,127,3,2,0,6,6,2,0.289090909,Baek-ho Kang,sa3012665,,0.096091205,0.20684039,0.464566929,0.359934853,0.48,0.839934853,0.190909091,3.3006073910892137,0.333333333,-0.1773288855329156,95.02350449097136,12.034597123980303,0.3728658821739134,114.50145267097116,KBO_only
2024,Beom Seok Kim 김범석,Twins (KBO),20.0,70,162,180,39,29,4,0,6,14,24,14,2,49,2,2,0,4,0,0,0.24074074,Beom Seok Kim,sa3023328,,0.077777777,0.272222222,0.285714285,0.305555555,0.376543209,0.682098764,0.135802469,0.58168692125,0.302752293,-0.1102230146061629,17.38589248281044,-6.943103162235795,0.3053229889842901,71.46161204706567,KBO_only
2024,Bo-gyeong Moon 문보경,Twins (KBO),23.0,144,519,602,156,96,35,3,22,80,101,65,3,112,2,13,3,14,7,6,0.300578034,Bo-gyeong Moon,sa3015048,,0.107973421,0.186046511,0.580357142,0.372287145,0.506743737,0.879030882,0.206165703,3.711039170855914,0.336683417,-1.8809624835848808,99.66386877839514,18.296894454407184,0.3853975018398873,122.48688071102704,KBO_only
2024,Bo-keun Jeong 정보근,Giants (KBO),24.0,89,133,140,30,27,0,1,2,9,7,3,0,31,0,0,4,4,0,0,0.225563909,Bo-keun Jeong,sa3014210,,0.021428571,0.221428571,0.096774193,0.242647058,0.285714285,0.528361343,0.060150376,2.17914745875,0.28,-0.0768997776322066,5.792565384513085,-13.129986783856207,0.2412171933580847,30.61196678424735,KBO_only
2024,Bon Ki Shin 신본기,Wiz (KBO),35.0,84,122,152,34,28,3,0,3,18,19,16,0,28,3,2,9,3,2,0,0.278688524,Bon Ki Shin,sa3011910,,0.105263157,0.184210526,0.571428571,0.37062937,0.37704918,0.74767855,0.098360656,3.7883557970323407,0.333333333,0.2795236876700073,20.468126372628262,-0.0763588387441087,0.3495253191127643,99.62832439966984,KBO_only
2024,Bon-hyeok Gu 구본혁,Twins (KBO),27.0,133,339,389,87,69,14,2,2,48,43,38,0,51,4,4,4,7,8,4,0.256637168,Bon-hyeok Gu,sa3012711,,0.097686375,0.131105398,0.745098039,0.335064935,0.327433628,0.662498563,0.07079646,4.9150758093351135,0.293103448,-0.5984160581137985,40.07017784504678,-12.507484965636472,0.3127768979444132,76.21140937612184,KBO_only
2024,Byeong-woo Jeon 전병우,Lions (KBO),31.0,58,111,128,25,15,5,0,5,17,14,14,0,42,1,2,0,3,0,1,0.225225225,Byeong-woo Jeon,sa3011926,,0.109375,0.328125,0.333333333,0.3125,0.405405405,0.717905405,0.18018018,2.244079986346614,0.303030303,-0.5553715038113296,14.350824228440349,-2.9497948969258614,0.3233514851890504,82.94977263212006,KBO_only
2024,Byeong-wuk Lim 임병욱,Heroes (KBO),28.0,42,87,92,21,15,3,0,3,14,10,4,0,32,0,1,0,1,1,0,0.24137931,Byeong-wuk Lim,sa3012450,,0.04347826,0.347826086,0.125,0.27173913,0.379310344,0.651049474,0.137931034,4.840242229774839,0.339622641,0.1512968104798346,7.639805767533334,-4.79501422882363,0.2895941002213437,61.43881270313179,KBO_only
2024,Byung-heon Lee 이병헌,Lions (KBO),24.0,95,145,166,36,31,4,0,1,9,9,17,0,48,2,0,2,0,0,0,0.248275862,Byung-heon Lee,sa3020656,,0.102409638,0.289156626,0.354166666,0.335365853,0.296551724,0.631917577,0.048275862,0.47939559625,0.364583333,-0.1281662960536778,16.020272684502988,-6.416467743706319,0.3052293781827135,71.40196115279291,KBO_only
2024,ByungHo Park 박병호,Lions (KBO),37.0,76,249,406,61,36,5,0,20,42,60,31,0,83,3,2,0,5,3,0,0.244979919,ByungHo Park,18497,,0.108771929,0.29122807,0.373493975,0.333333333,0.506024096,0.839357429,0.261044177,3.5384733797278036,0.277027027,0.4205671944655478,42.788434731186086,4.267524959862876,0.3674941479114064,111.07846358042102,KBO_to_MLB
2024,Chan-ho Park 박찬호,Tigers (KBO),29.0,134,515,577,158,128,24,1,5,86,61,48,1,44,1,6,7,9,20,13,0.306796116,Chan-ho Park,sa3012474,,0.083188908,0.076256499,1.09090909,0.363157894,0.386407766,0.74956566,0.07961165,4.570075276465785,0.324152542,-2.671277742832899,75.69593267948937,-2.2920144715754893,0.3454964920380832,97.06106577323314,KBO_only
2024,Chang-jin Lee 이창진,Tigers (KBO),33.0,103,191,247,50,39,10,0,1,36,18,45,0,36,2,4,5,6,4,3,0.261780104,Chang-jin Lee,sa3012466,,0.182186234,0.145748987,1.25,0.400826446,0.329842931,0.730669377,0.068062827,3.381954941873533,0.310126582,-0.8558611958287656,34.53639418979536,1.151605721315247,0.3555219198061415,103.44949234110776,KBO_only
2024,Chang-ki Hong 홍창기,Twins (KBO),30.0,139,524,637,176,150,18,3,5,96,73,96,3,93,12,4,1,8,10,11,0.335877862,Chang-ki Hong,sa3012570,,0.150706436,0.14599686,1.032258064,0.44654088,0.410305343,0.856846223,0.074427481,3.867347044019666,0.397674418,-3.9168370680417866,115.37334691226876,29.275734546188488,0.4034698072579611,134.00295750561625,KBO_only
2024,Chi-hong An 안치홍,Eagles (KBO),33.0,128,473,533,142,108,21,0,13,64,66,49,1,70,6,4,1,10,3,2,0.300211416,Chi-hong An,sa3013286,,0.091932457,0.131332082,0.7,0.370300751,0.42706131,0.797362061,0.126849894,2.327963951570159,0.327411167,-0.7722022426314652,78.23073439417514,6.189875067454909,0.3635923844497307,108.59217272712218,KBO_only
2024,Dae-han Kim 김대한,Bears (KBO),23.0,61,75,89,10,8,1,0,1,10,7,8,0,26,2,2,2,1,1,1,0.133333333,Dae-han Kim,sa3012718,,0.08988764,0.292134831,0.307692307,0.229885057,0.186666666,0.416551723,0.053333333,4.140639117513702,0.18,-0.3246115897782147,1.2212362135286785,-10.808100522077517,0.2091093775869786,10.15214920298876,KBO_only
2024,David MacKinnon 맥키넌,Lions (KBO),29.0,72,272,315,80,63,13,0,4,28,36,39,3,33,1,3,0,6,1,0,0.294117647,David MacKinnon,19625,,0.123809523,0.104761904,1.181818181,0.38095238,0.386029411,0.766981791,0.091911764,1.786982642678835,0.319327731,-0.0563325891271233,43.70730512859826,1.1315627497673495,0.3542794518363781,102.65776399081643,KBO_only
2024,Do Yeong Kim 김도영,Tigers (KBO),20.0,141,544,625,189,112,29,10,38,143,109,66,7,110,7,7,1,10,40,4,0.34742647,Do Yeong Kim,sa3018059,,0.1056,0.176,0.6,0.419871794,0.647058823,1.066930617,0.299632353,8.878746656310767,0.374689826,5.629841200541705,141.38317606663568,56.90749674355847,0.4558260718079788,167.36553905167878,KBO_only
2024,Do-hwan Hur 허도환,Twins (KBO),39.0,59,80,105,11,9,2,0,0,10,11,9,0,26,10,1,5,4,0,1,0.1375,Do-hwan Hur,sa3013160,,0.085714285,0.247619047,0.346153846,0.3,0.1625,0.4625,0.025,3.341793787126842,0.2,-0.5502448519691825,5.476128664102789,-8.715785462174182,0.2537313365936279,38.58625845236401,KBO_only
2024,Do-yun Lee 이도윤,Eagles (KBO),27.0,134,336,374,93,79,10,3,1,49,46,26,0,56,3,3,6,5,6,4,0.276785714,Do-yun Lee,sa3012554,,0.069518716,0.14973262,0.464285714,0.331521739,0.333333333,0.664855072,0.056547619,5.259154426595517,0.326241134,-0.9907260863110424,37.96444986244943,-12.585796644479975,0.3110365221357863,75.10240302635376,KBO_only
2024,Dong Hee Yoon 윤동희,Giants (KBO),20.0,141,532,613,156,103,35,4,14,97,85,67,1,114,7,5,2,10,7,8,0.293233082,Dong Hee Yoon,sa3018265,,0.109298531,0.185970636,0.587719298,0.376432078,0.453007518,0.829439596,0.159774436,4.439767865924985,0.347188264,-2.8789191506803036,96.06976636357332,13.21602008349918,0.3751407086849213,115.9510229493118,KBO_only
2024,Dong-won Park 박동원,Twins (KBO),34.0,130,434,498,118,76,22,0,20,58,80,55,2,112,0,7,2,14,1,0,0.2718894,Dong-won Park,sa3013271,,0.110441767,0.224899598,0.491071428,0.348790322,0.460829493,0.809619815,0.188940093,1.8017329675444027,0.317152103,-0.1306690408382564,71.3371512758986,4.026929991270685,0.3594972202893693,105.98264262754748,KBO_only
2024,Euiji Yang 양의지,Bears (KBO),37.0,119,430,485,135,99,18,1,17,57,94,40,5,56,9,6,0,13,2,1,0.313953488,Euiji Yang,sa3012037,,0.082474226,0.115463917,0.714285714,0.379381443,0.479069767,0.85845121,0.165116279,2.537300978592351,0.32506887,-0.4450273269321769,78.56988772021396,13.01676056550604,0.3812701046466827,119.85681100275504,KBO_only
2024,Eun-seong Chae 채은성,Eagles (KBO),34.0,124,436,498,118,74,24,0,20,61,83,49,1,83,8,5,0,12,1,1,0.270642201,Eun-seong Chae,sa3013253,,0.098393574,0.166666666,0.590361445,0.351405622,0.463302752,0.814708374,0.192660551,1.8079241936962385,0.289940828,-0.611704092938453,73.1417241333566,5.831502848728691,0.3637045098982107,108.66362156806706,KBO_only
2024,Geonchang Seo 서건창,Tigers (KBO),34.0,94,203,248,63,47,14,1,1,40,26,36,0,31,3,3,3,2,3,1,0.310344827,Geonchang Seo,sa3012058,,0.14516129,0.125,1.161290322,0.41632653,0.403940886,0.820267416,0.093596059,4.721710525658235,0.356321839,-0.098917746450752,40.85877968049409,7.3388301250970525,0.3844669582892437,121.89391756979964,KBO_only
2024,Guillermo Heredia 에레디아,Landers (KBO),33.0,136,541,591,195,142,31,1,21,82,118,28,3,73,13,9,0,12,4,3,0.360443622,Guillermo Heredia,18721,,0.047377326,0.123519458,0.383561643,0.399323181,0.537892791,0.937215972,0.177449169,2.739788844588051,0.381578947,-1.09681383240968,112.00947733194964,32.12927496404782,0.413229143639811,140.22182469702693,KBO_only
2024,Gun Hee Kim 김건희,Heroes (KBO),19.0,83,261,283,67,43,15,0,9,27,38,18,0,82,0,4,0,7,0,0,0.25670498,Gun Hee Kim,sa3020912,,0.06360424,0.28975265,0.219512195,0.300353356,0.417624521,0.717977877,0.160919541,0.99812029625,0.333333333,-0.1563628811854869,30.607525084610415,-7.643062512878941,0.318751319347759,80.01844417840888,KBO_only
2024,Hae-min Park 박해민,Twins (KBO),34.0,144,482,553,127,99,16,6,6,72,56,46,0,101,11,9,5,3,43,13,0.263485477,Hae-min Park,sa3012304,,0.08318264,0.182640144,0.455445544,0.335766423,0.358921161,0.694687584,0.095435684,7.728577202460936,0.315104166,1.9799888441339135,61.3411963667617,-13.402884698297012,0.3219681798759168,82.06829957996156,KBO_only
2024,Hak-Ju Lee 이학주,Giants (KBO),33.0,43,95,105,25,19,2,2,2,13,4,6,0,44,2,0,2,0,0,1,0.263157894,Hak-Ju Lee,sa502536,,0.057142857,0.419047619,0.136363636,0.320388349,0.389473684,0.709862033,0.12631579,4.9599753642857145,0.469387755,-0.5476815260481089,11.787095723657696,-2.404818402619276,0.3235166356401536,83.05501018945256,KBO_only
2024,Hang Choi 최항,Giants (KBO),30.0,72,132,143,33,29,3,1,0,17,12,10,0,32,1,0,0,3,0,1,0.25,Hang Choi,sa3012332,,0.069930069,0.223776223,0.3125,0.307692307,0.287878787,0.595571094,0.037878787,3.667816494839597,0.33,-0.5810047630220652,11.121919108936057,-8.206116320184007,0.2834802586715538,57.54293626852276,KBO_only
2024,Henry Ramos 라모스,Bears (KBO),32.0,80,311,348,95,63,19,3,10,43,48,27,1,60,3,6,1,5,3,3,0.305466237,Henry Ramos,11481,,0.077586206,0.172413793,0.45,0.360230547,0.482315112,0.842545659,0.176848875,3.994521559337348,0.344129554,-1.0712411543354392,53.750580181567,6.714521934477625,0.3725109232987971,114.27526494504482,KBO_only
2024,Ho-cheol Seo 서호철,Dinos (KBO),27.0,141,512,567,146,114,19,3,10,68,61,30,0,101,16,3,6,15,1,3,0.28515625,Ho-cheol Seo,sa3014321,,0.052910052,0.178130511,0.297029702,0.342245989,0.392578125,0.734824114,0.107421875,3.153973032738095,0.336633663,-1.6455473229289057,70.3877540951633,-6.248582186732339,0.3373131380149174,91.84644975231092,KBO_only
2024,Ho-young Son 손호영,Giants (KBO),29.0,100,396,428,126,78,26,4,18,70,78,17,2,65,9,5,1,5,7,4,0.318181818,Ho-young Son,sa830429,,0.039719626,0.151869158,0.261538461,0.355971896,0.54040404,0.896375936,0.222222222,5.547721042102073,0.339622641,-0.7753461278043687,72.38134808203093,14.532402881587656,0.389531713513767,125.12129275863842,KBO_only
2024,Hoon Jung 정훈,Giants (KBO),36.0,109,285,325,76,47,20,0,9,31,47,35,0,63,0,4,1,3,1,1,0.266666666,Hoon Jung,sa3012191,,0.107692307,0.193846153,0.555555555,0.342592592,0.431578947,0.774171539,0.164912281,1.5469896982755362,0.30875576,-0.4886644487269223,43.54012723230084,-0.387226015699306,0.3487252232469158,99.11848543773364,KBO_only
2024,Hui-dong Kwon 권희동,Dinos (KBO),33.0,123,416,511,125,89,22,1,13,66,77,77,1,63,10,6,2,10,4,0,0.300480769,Hui-dong Kwon,sa3012415,,0.150684931,0.123287671,1.222222222,0.416502946,0.451923076,0.868426022,0.151442307,3.4721508295542423,0.323699421,0.3514179757330566,90.2780613041326,21.21074588958468,0.3983025268072218,130.71025095195313,KBO_only
2024,Hun Gon Kim 김헌곤,Lions (KBO),35.0,117,281,311,85,67,8,1,9,43,34,22,0,50,3,1,4,5,4,2,0.302491103,Hun Gon Kim,sa3011906,,0.070739549,0.160771704,0.44,0.358306188,0.434163701,0.792469889,0.131672598,4.105387570647998,0.340807174,-0.392769425176084,44.605026355656335,2.5699283244931213,0.3597029965941214,106.11376788651206,KBO_only
2024,Hyeon Joon Kim 김현준,Lions (KBO),21.0,79,183,205,41,30,10,1,0,23,11,11,0,49,4,3,4,4,2,0,0.224043715,Hyeon Joon Kim,sa3017998,,0.053658536,0.23902439,0.224489795,0.278606965,0.289617486,0.568224451,0.065573771,5.3722424616014575,0.299270072,0.2846503395121544,12.857107083393498,-14.850915734575825,0.2659968372008101,46.402109482367514,KBO_only
2024,Hyeseong Kim 김혜성,Heroes (KBO),25.0,127,509,567,166,125,26,4,11,90,75,47,2,62,4,7,0,6,30,6,0.326129666,Hyeseong Kim,35322,,0.082892416,0.109347442,0.758064516,0.382716049,0.457760314,0.840476363,0.131630648,6.555736898028599,0.349887133,2.683151022065431,90.46511168296608,13.828775401070445,0.378426294833158,118.0446718514874,KBO_to_MLB
2024,Hyoung-woo Choi 최형우,Tigers (KBO),40.0,116,425,487,119,72,23,2,22,67,109,52,4,86,5,5,0,5,1,1,0.28,Hyoung-woo Choi,sa3012871,,0.10677618,0.176591375,0.604651162,0.361396303,0.498823529,0.860219832,0.218823529,2.951998685733874,0.301242236,-0.5988874633330852,77.39986665160521,11.57641732306344,0.3777081781292554,117.58707184317032,KBO_only
2024,Hyun Bin Moon 문현빈,Eagles (KBO),20.0,103,260,289,72,49,16,2,5,29,47,24,1,53,2,2,1,9,3,5,0.276923076,Hyun Bin Moon,sa3020698,,0.083044982,0.183391003,0.452830188,0.340277777,0.411538461,0.751816238,0.134615385,3.4556457703248116,0.328431372,-1.982044740114361,36.56632046489684,-2.495233654094056,0.3400839093670197,93.61204716409138,KBO_only
2024,Hyun Soo Kim 김현수,Twins (KBO),36.0,137,517,583,152,106,36,2,8,61,69,47,1,76,9,9,1,10,6,1,0.294003868,Hyun Soo Kim,18718,,0.080617495,0.130360205,0.618421052,0.357388316,0.41779497,0.775183286,0.123791102,3.852891007564238,0.325791855,0.308832818409428,79.71641032423454,0.9174966516681372,0.3519358238952295,101.1643519039877,KBO_to_MLB
2024,Hyung-jong Lee 이형종,Heroes (KBO),35.0,35,102,126,22,15,3,0,4,19,19,22,1,27,1,0,1,1,1,0,0.215686274,Hyung-jong Lee,sa3013195,,0.174603174,0.214285714,0.814814814,0.36,0.362745098,0.722745098,0.147058824,3.6054843820766806,0.253521126,0.1051569439005106,15.87313666860269,-1.1571602829296752,0.3394455717455956,93.20528416960131,KBO_only
2024,Hyung-jun Kim 김형준,Dinos (KBO),24.0,119,354,414,69,40,12,0,17,39,50,45,0,144,2,6,7,6,0,0,0.194915254,Hyung-jun Kim,sa3012705,,0.108695652,0.347826086,0.3125,0.285012285,0.372881355,0.65789364,0.177966101,0.93538290875,0.261306532,-0.2230093551333993,37.23372868442203,-18.72296129918431,0.2975998620436291,66.54026300578253,KBO_only
2024,In Ho Choi 최인호,Eagles (KBO),24.0,82,210,244,60,43,13,2,2,37,22,25,0,31,3,2,4,3,3,0,0.285714285,In Ho Choi,sa3014330,,0.102459016,0.12704918,0.806451612,0.366666666,0.395238095,0.761904761,0.10952381,5.869586165355628,0.324022346,0.4180038685444742,33.447126881627376,0.4678216738980376,0.352334709962209,101.4185310180167,KBO_only
2024,In-hwan Kim 김인환,Eagles (KBO),30.0,51,131,143,31,28,2,0,1,11,7,10,0,32,2,0,0,5,0,0,0.236641221,In-hwan Kim,sa3012607,,0.069930069,0.223776223,0.3125,0.3006993,0.27480916,0.57550846,0.038167939,1.08035714,0.306122448,-0.1025330368429422,10.22690700542649,-9.101128423693574,0.2762133416595992,52.91229438672487,KBO_only
2024,Ja-wook Koo 구자욱,Lions (KBO),31.0,129,493,568,169,96,39,1,33,92,115,55,4,73,12,6,2,6,13,4,0.342799188,Ja-wook Koo,sa3012300,,0.096830985,0.128521126,0.753424657,0.41696113,0.626774847,1.043735977,0.283975659,4.356106942951277,0.346055979,0.278544312575832,125.6347850695115,48.86328770069893,0.4499916168082227,163.64769396897162,KBO_only
2024,Jae Hyeon Lee 이재현,Lions (KBO),21.0,109,389,458,101,68,18,1,14,71,66,58,1,83,8,3,0,8,2,1,0.259640102,Jae Hyeon Lee,sa3018058,,0.126637554,0.181222707,0.69879518,0.36462882,0.419023136,0.783651956,0.159383034,3.4538948449589286,0.294915254,-0.4193940677214414,65.36194072914485,3.458162921193863,0.3588753170466267,105.58635198633984,KBO_only
2024,Jae Sang Kim 김재상,Lions (KBO),19.0,35,84,91,20,14,4,0,2,13,12,5,0,23,0,1,1,0,4,0,0.238095238,Jae Sang Kim,sa3020914,,0.054945054,0.252747252,0.217391304,0.277777777,0.357142857,0.634920634,0.119047619,6.403538645770862,0.3,0.7512968194205314,7.294459085027716,-5.005199824412324,0.2862473520967695,59.30619002311672,KBO_only
2024,Jae Sang Lee 이재상,Heroes (KBO),19.0,36,84,89,16,14,1,0,1,7,5,2,0,33,2,0,1,0,0,0,0.19047619,Jae Sang Lee,sa3023384,,0.02247191,0.370786516,0.06060606,0.227272727,0.238095238,0.465367965,0.047619048,1.72373949,0.3,-0.046139866579324,1.9796566233739297,-10.049680112232265,0.2190035012635317,16.456905870082196,KBO_only
2024,Jae Young Jang 장재영,Heroes (KBO),22.0,38,119,139,20,13,3,0,4,14,13,17,0,64,3,0,0,2,0,0,0.168067226,Jae Young Jang,sa3014751,,0.122302158,0.460431654,0.265625,0.287769784,0.294117647,0.581887431,0.126050421,1.41179653375,0.31372549,-0.0845897553954273,10.29238816196902,-8.495002919483351,0.2791498264820455,54.78348812427745,KBO_only
2024,Jae-Gyun Hwang 황재균,Wiz (KBO),36.0,137,493,536,128,93,22,0,13,60,58,34,0,95,2,2,5,16,4,6,0.259634888,Jae-Gyun Hwang,19369,,0.063432835,0.177238805,0.357894736,0.308851224,0.383367139,0.692218363,0.123732251,2.4036066144227157,0.297157622,-2.4014993889722973,55.903837015378,-16.54250557209301,0.3142747141547122,77.16585133042464,KBO_only
2024,Jae-Hoon Ha 하재훈,Landers (KBO),33.0,107,290,317,72,43,19,0,10,40,36,18,0,90,2,5,2,5,15,2,0.248275862,Jae-Hoon Ha,sa502535,,0.056782334,0.283911671,0.2,0.292063492,0.417241379,0.709304871,0.168965517,5.610502577841191,0.317948717,1.8815670593176037,32.922298162984966,-9.92376638967979,0.3137610891508677,76.83855800225976,KBO_only
2024,Jae-hoon Choi 최재훈,Eagles (KBO),34.0,116,280,348,72,58,10,0,4,34,37,33,0,58,21,6,8,10,0,0,0.257142857,Jae-hoon Choi,sa3013205,,0.094827586,0.166666666,0.568965517,0.370588235,0.335714285,0.70630252,0.078571428,1.3742927775,0.303571428,-0.2870925031602382,43.78854528579908,-3.2475129612903064,0.3392735921284732,93.09569491510004,KBO_only
2024,Jae-hwan Chun 천재환,Dinos (KBO),30.0,89,215,236,61,46,9,1,5,31,33,13,0,52,4,1,3,7,8,2,0.28372093,Jae-hwan Chun,sa3019748,,0.055084745,0.220338983,0.25,0.334763948,0.404651162,0.73941511,0.120930232,5.7994654065632645,0.352201257,0.481567038455978,29.120676080193505,-2.777340432200448,0.3364447009921585,91.29306227827266,KBO_only
2024,Jae-hwan Kim 김재환,Bears (KBO),35.0,136,474,552,134,77,28,0,29,78,92,63,3,168,6,9,0,8,1,1,0.282700421,Jae-hwan Kim,sa3013200,,0.114130434,0.304347826,0.375,0.367753623,0.525316455,0.893070078,0.242616034,1.8522721746353368,0.367132867,-0.6450273299124092,93.33494626763546,18.726026289493667,0.3894965892932454,125.0989108205558,KBO_only
2024,Jae-hyun Kim 김재현,Heroes (KBO),31.0,110,288,326,70,59,11,0,0,27,26,14,0,63,10,4,10,8,1,1,0.243055555,Jae-hyun Kim,sa3012294,,0.042944785,0.193251533,0.222222222,0.297468354,0.28125,0.578718354,0.038194445,2.2410147475377835,0.305676855,-0.4912277746479958,22.99756453868085,-21.064949796236217,0.2750846036250078,52.193037292146926,KBO_only
2024,Jae-il Oh 오재일,Wiz (KBO),37.0,83,232,272,57,36,13,0,8,27,37,30,0,70,2,8,0,3,0,0,0.245689655,Jae-il Oh,sa3013047,,0.110294117,0.257352941,0.428571428,0.327205882,0.405172413,0.732378295,0.159482758,1.02102169625,0.302469135,-0.1743061626330018,32.00753803349653,-4.756277607906666,0.3298058084705296,87.06261163340679,KBO_only
2024,Jae-won Lee 이재원,Eagles (KBO),36.0,72,134,152,32,27,4,0,1,10,16,7,1,21,4,5,2,4,0,0,0.23880597,Jae-won Lee,sa3013147,,0.046052631,0.138157894,0.333333333,0.286666666,0.291044776,0.577711442,0.052238806,0.99812029625,0.264957264,-0.0948430590797215,9.579422776039175,-10.965062435333198,0.266350872964667,46.627708981174656,KBO_only
2024,Jaeho Kim 김재호,Bears (KBO),39.0,57,126,154,38,32,5,0,1,20,11,19,0,23,1,1,7,4,0,0,0.301587301,Jaeho Kim,sa3012016,,0.123376623,0.149350649,0.826086956,0.394557823,0.365079365,0.759637188,0.063492064,1.6383928525,0.3592233,-0.1332929478958249,22.178654290586387,1.3638469053801652,0.3603911768822443,106.5522917418371,KBO_only
