Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Soo-kwang Ro 노수광","- - -","—",635,0.097637795,0.283464566,0.344444444,0.228260869,0.305958132,0.342391304,0.648349436,0.114130435,6.73931027711205,0.321621621,2.570494921063073,60.169885014471674,-15.089231411638591,0.3048763897149794,80.01327744118376,"Soo-kwang Ro","sa3012395",
"Seung-taek Han 한승택","- - -","—",641,0.107644305,0.248049921,0.433962264,0.195530726,0.29935275,0.253258845,0.552611595,0.057728119,1.3299873150000001,0.267379679,-0.3987809178652242,45.40197145681137,-32.716565909578854,0.27571090621855654,57.503749307921225,"Seung-taek Han","sa3012396",
"Jun-wan Kim 김준완","- - -","—",637,0.144427001,0.200941915,0.71875,0.2007722,0.328,0.25096525,0.57896525,0.05019305,3.2189813685632487,0.260759493,-0.6581772553035989,53.95204887929588,-20.655681956380306,0.2910506662368774,72.34031301423525,"Jun-wan Kim","sa3012408",
"Hui-dong Kwon 권희동","- - -","—",1864,0.145922746,0.148068669,0.985507246,0.267810026,0.38949079,0.399736147,0.789226937,0.131926121,3.0156542015044385,0.300164473,-1.3413643612293527,279.5739702653194,48.23261500113255,0.37197514390143377,120.3580572696952,"Hui-dong Kwon","sa3012415",
"Min-hyuck Kim 김민혁","- - -","—",2068,0.079787234,0.119439071,0.668016194,0.308028399,0.368706811,0.367012561,0.735719372,0.058984162,4.541128283717504,0.350943396,-3.4870547626633197,266.53968388204703,12.529680210996977,0.3465378867825226,104.46527620062096,"Min-hyuck Kim","sa3012419",
"Woo-jun Shim 심우준","- - -","—",1570,0.085350318,0.161146496,0.529644268,0.254002911,0.323759791,0.334788937,0.658548728,0.080786026,6.373959769739833,0.297127468,7.912336335284635,157.87143253302528,-34.88194429361866,0.31185086837947834,81.70895973496751,"Woo-jun Shim","sa3012420",
"Sang-chul Moon 문상철","- - -","—",1100,0.088181818,0.237272727,0.371647509,0.244582043,0.320547945,0.40247678,0.723024725,0.157894737,3.5306667600620685,0.29489051,0.5164533449569717,129.08674604684848,-8.757092644862954,0.33152846211478826,93.27852651971145,"Sang-chul Moon","sa3012421",
"Joong-yeol Ahn 안중열","- - -","—",565,0.120353982,0.219469026,0.548387096,0.20464135,0.31294964,0.3185654,0.63151504,0.11392405,1.8739299166669459,0.247813411,-0.5677959095919505,53.43648584976207,-14.998066506838693,0.3047466876266672,77.42541582798957,"Joong-yeol Ahn","sa3012428",
"Jun-won Jang 장준원","- - -","—",399,0.080200501,0.220551378,0.363636363,0.192528735,0.261096605,0.281609195,0.5427058,0.08908046,3.934846430808591,0.235294117,0.5160302224103361,23.476271766971816,-24.85524923746658,0.25882897037750124,49.27264317585824,"Jun-won Jang","sa3012436",
"Suk-hwan Yang 양석환","- - -","—",2561,0.076532604,0.237797735,0.32183908,0.257391304,0.32109375,0.452173913,0.773267663,0.194782609,2.8144085707674114,0.298321939,-1.6326033694203943,331.9582818646668,15.805610602044892,0.34862189776479335,105.23735231697378,"Suk-hwan Yang","sa3012438",
"Jung-dae Bae 배정대","- - -","—",2358,0.0971162,0.226887192,0.428037383,0.257575757,0.33776824,0.355816226,0.693584466,0.098240469,5.002182469985729,0.33067729,1.2604052807437256,264.7737298358077,-25.208212951958707,0.3267788794516287,91.35231688956752,"Jung-dae Bae","sa3012441",
"Ji-yeol Im 임지열","- - -","—",959,0.099061522,0.272158498,0.363984674,0.237812128,0.318611987,0.346016646,0.664628633,0.108204518,3.9200126347894164,0.318661971,-1.0951491831801832,97.69077142071916,-18.37210927414701,0.31390290449595726,85.0432521191258,"Ji-yeol Im","sa3012449",
