Season,Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
2024,"Min-woo Park 박민우","Dinos (KBO)",31,528,0.102272727,0.149621212,0.683544303,0.328227571,0.406488549,0.446389496,0.852878045,0.118161925,5.8174893655328646,0.379679144,2.607242627767846,88.91583778828269,17.55078389614707,0.3887026055501058,124.59296663977037,"Min-woo Park","sa3012337",
2025,"Min-woo Park 박민우","Dinos (KBO)",32,468,0.094017094,0.136752136,0.6875,0.301980198,0.383620689,0.425742574,0.809363263,0.123762376,7.752315475356769,0.348973607,1.6070696418173611,69.70799200937897,12.766714326597745,0.3705449834108872,122.42084274561043,"Min-woo Park","sa3012337",
2026,"Min-woo Park 박민우","Dinos (KBO)",33,329,0.139817629,0.112462006,1.243243243,0.336996336,0.43902439,0.457875457,0.896899847,0.120879121,4.924936525008346,0.371794871,0.7135554547421634,60.80504860306766,19.103320616731907,0.4155078936208245,145.80942214910476,"Min-woo Park","sa3012337",
2023,"Jin-sung Kang 강진성","Landers (KBO)",29,141,0.042553191,0.141843971,0.3,0.261538461,0.307142857,0.392307692,0.699450549,0.130769231,1.95028957125,0.287037037,-0.09870793134905398,15.480799384834215,-1.1242518346291337,0.3259098551103047,93.22945879678251,"Jin-sung Kang","sa3012344",
2023,"Jin-hyuk No 노진혁","Giants (KBO)",33,390,0.115384615,0.215384615,0.535714285,0.257485029,0.347150259,0.377245508,0.724395767,0.119760479,4.620180933845039,0.328,0.6759206303395331,47.88807706062627,1.9592119855148895,0.34283759981006773,104.26575309951774,"Jin-hyuk No","sa3012348",
2024,"Jin-hyuk No 노진혁","Giants (KBO)",34,157,0.095541401,0.248407643,0.384615384,0.218978102,0.296774193,0.306569343,0.603343536,0.087591241,1.11669434625,0.285714285,-0.09484305907972157,11.832653576584084,-9.387637069372909,0.2806839006287711,55.76103444576763,"Jin-hyuk No","sa3012348",
2026,"Jin-hyuk No 노진혁","Giants (KBO)",36,171,0.105263157,0.187134502,0.5625,0.217687074,0.305882352,0.38095238,0.686834732,0.163265306,0.35119047125,0.238938053,-0.1369270132854581,17.63049874323086,-4.044259571855504,0.31589252037160537,81.34115493670551,"Jin-hyuk No","sa3012348",
2025,"Seong-uk Kim 김성욱","Landers (KBO)",32,119,0.058823529,0.243697478,0.24137931,0.209090909,0.262711864,0.318181818,0.580893682,0.109090909,2.5912050471997397,0.265822784,-0.3226303760893643,8.248827145038344,-6.2298310691731205,0.27045024350538094,56.97231762085345,"Seong-uk Kim","sa3012349",
2026,"Seong-uk Kim 김성욱","Landers (KBO)",33,130,0.13076923,0.184615384,0.708333333,0.287037037,0.395348837,0.435185185,0.830534022,0.148148148,4.666393672159756,0.333333333,0.44505628338083625,20.92771944100618,4.449833002636426,0.38645140052765836,127.00487722912523,"Seong-uk Kim","sa3012349",
2023,"Seong-uk Kim 김성욱","Dinos (KBO)",30,204,0.078431372,0.308823529,0.253968253,0.223463687,0.303482587,0.379888268,0.683370855,0.156424581,5.361040026060316,0.306306306,0.6464161451440305,21.797335995973533,-2.226993427930885,0.32207651784764,90.73025769570489,"Seong-uk Kim","sa3012349",
2024,"Seong-uk Kim 김성욱","Dinos (KBO)",31,412,0.075242718,0.191747572,0.392405063,0.203910614,0.290953545,0.379888268,0.670841813,0.175977654,5.834057135409861,0.209737827,-0.14971285965293646,39.37293918444379,-16.3134286253287,0.3041353273799775,70.70480753735596,"Seong-uk Kim","sa3012349",
2023,"Sung-bum Na 나성범","Tigers (KBO)",33,253,0.102766798,0.14229249,0.722222222,0.364864864,0.42687747,0.671171171,1.098048641,0.306306307,2.8352728650000003,0.366279069,-0.23031850648112595,59.594295631850414,29.79941649338072,0.489700544257409,200.01522864009598,"Sung-bum Na","sa3012352",
2024,"Sung-bum Na 나성범","Tigers (KBO)",34,424,0.089622641,0.231132075,0.387755102,0.29144385,0.356973995,0.510695187,0.867669182,0.219251337,1.7559523774999999,0.335877862,-0.2845291772391647,68.23479462542313,10.926493772647571,0.38002933131010047,119.0661625105892,"Sung-bum Na","sa3012352",
2025,"Sung-bum Na 나성범","Tigers (KBO)",35,310,0.13548387,0.254838709,0.531645569,0.268199233,0.380645161,0.444444444,0.825089605,0.176245211,0.7433473337500001,0.346820809,-0.3642179952003062,48.64422596384582,10.926712968841159,0.38056083597411616,128.96986598848207,"Sung-bum Na","sa3012352",
2026,"Sung-bum Na 나성범","Tigers (KBO)",36,331,0.108761329,0.262839879,0.413793103,0.295138888,0.380664652,0.53125,0.911914652,0.236111112,1.3207417525,0.365591397,-0.3315075058490038,59.29407820224393,17.338844270702488,0.40858174144681486,141.3270113068476,"Sung-bum Na","sa3012352",
2023,"Seung-ho Kang 강승호","Bears (KBO)",29,459,0.058823529,0.239651416,0.245454545,0.264916467,0.316483516,0.386634844,0.70311836,0.121718377,6.481669999909816,0.340983606,-0.05189273343421519,51.36218197467013,-2.692559229114814,0.3286544355717334,95.01882874813158,"Seung-ho Kang","sa3012361",
2024,"Seung-ho Kang 강승호","Bears (KBO)",30,566,0.056537102,0.279151943,0.202531645,0.280230326,0.328014184,0.476007677,0.804021861,0.195777351,6.99705753941868,0.366762177,0.49491565441712737,77.33416152220558,0.8329863272268663,0.35181734466126985,101.08885428897507,"Seung-ho Kang","sa3012361",
2025,"Seung-ho Kang 강승호","Bears (KBO)",31,400,0.06,0.2825,0.21238938,0.236111111,0.301507537,0.372222222,0.673729759,0.136111111,6.884933156435153,0.318181818,1.1560633890330791,39.98999794092874,-8.67776076230307,0.30898577787659387,82.16938483808413,"Seung-ho Kang","sa3012361",
2026,"Seung-ho Kang 강승호","Bears (KBO)",32,169,0.053254437,0.260355029,0.204545454,0.255033557,0.309523809,0.429530201,0.73905401,0.174496644,5.062641173943571,0.307692307,0.46307299565523863,19.577369014130255,-1.8438833557504235,0.3314233500333059,91.39227098438461,"Seung-ho Kang","sa3012361",
2023,"Seung-hyun Jang 장승현","Bears (KBO)",29,158,0.037974683,0.227848101,0.166666666,0.158273381,0.235294117,0.230215827,0.465509944,0.071942446,3.2517287559863903,0.19,0.10428322106599808,5.93679707647355,-12.670281594981834,0.23185058356889712,31.906121220312944,"Seung-hyun Jang","sa3012365",
2023,"In-tae Kim 김인태","Bears (KBO)",28,115,0.130434782,0.226086956,0.576923076,0.25510204,0.359649122,0.336734693,0.696383815,0.081632653,2.523118292771366,0.338028169,-0.12367237242870033,13.821195375652048,0.27806849452945887,0.3394439419110616,102.0532074828085,"In-tae Kim","sa3012367",
2025,"In-tae Kim 김인태","Bears (KBO)",30,225,0.16,0.253333333,0.631578947,0.213114754,0.355555555,0.327868852,0.683424407,0.114754098,2.297552346188914,0.29032258,-0.6947333877906203,26.53139395662355,-0.8442203139443448,0.3315389913982815,96.91615937600353,"In-tae Kim","sa3012367",
2023,"Woo-sung Lee 이우성","Tigers (KBO)",28,400,0.0775,0.2025,0.382716049,0.30140845,0.362944162,0.416901408,0.77984557,0.115492958,3.5318364145086854,0.368029739,0.8400268401019275,55.13861182266084,8.03208354049532,0.36244776707429155,117.05089259047827,"Woo-sung Lee","sa3012368",
2024,"Woo-sung Lee 이우성","Tigers (KBO)",29,449,0.097995545,0.198218262,0.494382022,0.288220551,0.360801781,0.401002506,0.761804287,0.112781955,4.201000419045364,0.34868421,0.5729159694164991,60.905836877631735,0.21850885193307376,0.35067363478293134,100.36005680105168,"Woo-sung Lee","sa3012368",
2025,"Woo-sung Lee 이우성","Tigers (KBO)",30,176,0.102272727,0.210227272,0.486486486,0.219354838,0.306818181,0.33548387,0.642302051,0.116129032,1.89285714,0.273504273,-0.16409821761772037,16.682619701152582,-4.731194128269414,0.30246531624685635,77.90587811233848,"Woo-sung Lee","sa3012368",
2025,"Woo-sung Lee 이우성","Dinos (KBO)",30,161,0.080745341,0.180124223,0.448275862,0.28275862,0.3375,0.386206896,0.723706896,0.103448276,3.102824353080257,0.341880341,-0.19467349303886294,19.273559871975422,-0.3152130060753817,0.3337943308055401,98.39084863540086,"Woo-sung Lee","sa3012368",
2026,"Woo-sung Lee 이우성","Dinos (KBO)",31,304,0.059210526,0.144736842,0.409090909,0.332155477,0.372937293,0.44876325,0.821700543,0.116607773,2.9745038057931916,0.376068376,0.017642853781580925,46.483757896721244,7.950854225456592,0.37660711846335887,120.63393481396479,"Woo-sung Lee","sa3012368",
2023,"Soo-kwang Ro 노수광","Eagles (KBO)",32,94,0.138297872,0.287234042,0.481481481,0.22077922,0.326086956,0.285714285,0.611801241,0.064935065,2.876825202958768,0.326923076,-0.09376087808050215,8.501380865329272,-2.5686532809796265,0.300704323079275,76.7963382313857,"Soo-kwang Ro","sa3012395",
2023,"Seung-taek Han 한승택","Tigers (KBO)",29,104,0.10576923,0.307692307,0.34375,0.129411764,0.244897959,0.152941176,0.397839135,0.023529412,1.22240259,0.207547169,-0.06580528756603599,2.4160764799001737,-9.831620873462864,0.21316960697271387,19.72678137116733,"Seung-taek Han","sa3012396",
2026,"Seung-taek Han 한승택","Wiz (KBO)",32,197,0.0964467,0.228426395,0.422222222,0.216049382,0.302702702,0.277777777,0.580480479,0.061728395,1.7584231775,0.288135593,-0.17296043783426285,14.723361124272254,-10.246974478488061,0.2813147722063838,58.96340905664351,"Seung-taek Han","sa3012396",
2023,"Hyeong-jun Yoon 윤형준","Dinos (KBO)",29,236,0.042372881,0.245762711,0.172413793,0.252293577,0.29059829,0.3853211,0.67591939,0.133027523,2.6548570914207095,0.316455696,-0.36853961693122983,23.545200029349363,-4.247651657128295,0.3128528454874316,84.71674765495565,"Hyeong-jun Yoon","sa3012405",
2023,"Jun-wan Kim 김준완","Heroes (KBO)",32,225,0.115555555,0.253333333,0.45614035,0.222222222,0.315068493,0.259259259,0.574327752,0.037037037,1.8156512525000001,0.311111111,-0.1854512649588287,17.694248635019157,-8.803173523698952,0.28533678757001274,66.77724545818675,"Jun-wan Kim","sa3012408",
2023,"Hui-dong Kwon 권희동","Dinos (KBO)",32,373,0.131367292,0.134048257,0.98,0.284789644,0.387533875,0.404530744,0.792064619,0.1197411,2.513135739807844,0.315175097,0.2410620767623186,55.43158389405979,11.504746270940437,0.37646663269699426,126.19070002181381,"Hui-dong Kwon","sa3012415",
2024,"Hui-dong Kwon 권희동","Dinos (KBO)",33,511,0.150684931,0.123287671,1.222222222,0.300480769,0.416502946,0.451923076,0.868426022,0.151442307,3.4721508295542423,0.323699421,0.35141797573305666,90.27806130413259,21.21074588958468,0.39830252680722184,130.71025095195313,"Hui-dong Kwon","sa3012415",
2025,"Hui-dong Kwon 권희동","Dinos (KBO)",34,456,0.168859649,0.175438596,0.9625,0.245810055,0.392857142,0.363128491,0.755985633,0.117318436,2.6884076514712145,0.299270072,-1.7372261425480247,65.50340414723642,10.022159225552155,0.3638818516795124,118.06404892265692,"Hui-dong Kwon","sa3012415",
2026,"Hui-dong Kwon 권희동","Dinos (KBO)",35,140,0.142857142,0.171428571,0.833333333,0.262711864,0.374100719,0.381355932,0.755456651,0.118644068,3.08885029822093,0.307692307,-0.40939671732485294,19.28786400462122,1.542447840223029,0.3581547664223815,108.69209166994669,"Hui-dong Kwon","sa3012415",
2023,"Min-hyuck Kim 김민혁","Wiz (KBO)",27,448,0.080357142,0.107142857,0.75,0.297229219,0.35600907,0.385390428,0.741399498,0.088161209,5.810899398086756,0.327635327,0.13223086413927376,57.35745649130864,4.598144815283252,0.349662462735122,108.7153237394731,"Min-hyuck Kim","sa3012419",
2024,"Min-hyuck Kim 김민혁","Wiz (KBO)",28,393,0.089058524,0.114503816,0.777777777,0.353276353,0.41025641,0.418803418,0.829059828,0.065527065,3.999016220824571,0.399350649,-0.5183723953086883,64.27181664176936,11.153509483418423,0.3830601795167114,120.99748670485431,"Min-hyuck Kim","sa3012419",
2025,"Min-hyuck Kim 김민혁","Wiz (KBO)",29,417,0.059952038,0.098321342,0.609756097,0.286842105,0.341404358,0.328947368,0.670351726,0.042105263,5.488310772130869,0.320588235,0.4039723491296172,44.19541597044684,-6.540722477672324,0.3165392713639343,87.10835574457323,"Min-hyuck Kim","sa3012419",
2026,"Min-hyuck Kim 김민혁","Wiz (KBO)",30,252,0.067460317,0.142857142,0.472222222,0.314159292,0.370967741,0.349557522,0.720525263,0.03539823,2.375385240529001,0.368421052,-0.5607371004298329,31.51236695667049,-0.42938213924625956,0.3426467408576319,98.65573379229522,"Min-hyuck Kim","sa3012419",
2025,"Woo-jun Shim 심우준","Eagles (KBO)",30,275,0.061818181,0.178181818,0.346938775,0.23076923,0.287313432,0.299595141,0.586908573,0.068825911,6.8897122404948705,0.279187817,1.509269040543586,20.540005349853708,-12.919078758618163,0.2772040900899403,61.38842678199,"Woo-jun Shim","sa3012420",
2026,"Woo-jun Shim 심우준","Eagles (KBO)",31,261,0.103448275,0.172413793,0.6,0.266666666,0.3515625,0.337777777,0.689340277,0.071111111,5.962230749662494,0.320224719,2.2608829960227013,29.8179159110117,-3.2646099383306466,0.32947587594389915,90.13192053956925,"Woo-jun Shim","sa3012420",
2024,"Woo-jun Shim 심우준","Wiz (KBO)",29,192,0.088541666,0.151041666,0.586206896,0.266272189,0.336898395,0.343195266,0.680093661,0.076923077,4.636520025707989,0.306569343,0.7779820431023836,20.866675323751522,-5.084253364297794,0.3193629715531905,80.40820262960705,"Woo-jun Shim","sa3012420",
2023,"Sang-chul Moon 문상철","Wiz (KBO)",32,330,0.048484848,0.245454545,0.197530864,0.259868421,0.29787234,0.414473684,0.712346024,0.154605263,2.742171162557108,0.318181818,-0.022380300797522068,36.18140724626573,-2.681478586520832,0.3257115268852653,93.10015576800369,"Sang-chul Moon","sa3012421",
2024,"Sang-chul Moon 문상철","Wiz (KBO)",33,403,0.111662531,0.213399503,0.523255813,0.256484149,0.350746268,0.435158501,0.785904769,0.178674352,3.480325208311557,0.291497975,0.4369991144631058,55.905349898524484,1.4354318710043104,0.3542441588640213,102.63527452029406,"Sang-chul Moon","sa3012421",
2025,"Sang-chul Moon 문상철","Wiz (KBO)",34,209,0.119617224,0.210526315,0.568181818,0.213872832,0.325242718,0.346820809,0.672063527,0.132947977,3.5071135168534235,0.251968503,-0.4507070337422192,22.35885791624611,-3.070046006192511,0.31779119111959214,87.92694323138528,"Sang-chul Moon","sa3012421",
2023,"Joong-yeol Ahn 안중열","Dinos (KBO)",27,177,0.09039548,0.254237288,0.355555555,0.194805194,0.275862068,0.311688311,0.587550379,0.116883117,1.1547618962500001,0.242990654,-0.11366367852315307,13.392053621978144,-7.452585142880102,0.28145582305973976,64.24699306641698,"Joong-yeol Ahn","sa3012428",
2026,"Joong-yeol Ahn 안중열","Dinos (KBO)",30,92,0.086956521,0.217391304,0.4,0.253164556,0.333333333,0.354430379,0.687763712,0.101265823,4.435109227935726,0.322033898,0.11351978406310081,10.06456434139263,-1.59670913806904,0.3235665824678209,86.30759204060146,"Joong-yeol Ahn","sa3012428",
2023,"Jun-won Jang 장준원","Wiz (KBO)",27,104,0.115384615,0.240384615,0.48,0.172413793,0.277227722,0.252873563,0.530101285,0.08045977,7.005525154418995,0.225806451,0.5282124225050211,6.419338120317492,-5.828359233045545,0.26330395323215144,52.41261222506316,"Jun-won Jang","sa3012436",
2025,"Jun-won Jang 장준원","Wiz (KBO)",29,154,0.051948051,0.175324675,0.296296296,0.207142857,0.248322147,0.25,0.498322147,0.042857143,1.08035714,0.24778761,-0.13207905320450664,6.457703803600975,-12.279383297143273,0.23602804881614325,34.46482246082141,"Jun-won Jang","sa3012436",
2023,"Suk-hwan Yang 양석환","Bears (KBO)",31,582,0.070446735,0.228522336,0.308270676,0.278625954,0.33161512,0.452290076,0.783905196,0.173664122,3.142910629043883,0.328083989,0.3782479416113347,78.19938940262253,9.659390752071694,0.35791098639137386,114.09307111504306,"Suk-hwan Yang","sa3012438",
2024,"Suk-hwan Yang 양석환","Bears (KBO)",32,593,0.082630691,0.215851602,0.3828125,0.245778611,0.315878378,0.487804878,0.803683256,0.242026267,3.5642757598012977,0.259358288,-0.7583942296914756,80.85290632157444,0.7023817798387754,0.35148382539878237,100.87632836323242,"Suk-hwan Yang","sa3012438",
2025,"Suk-hwan Yang 양석환","Bears (KBO)",33,294,0.081632653,0.278911564,0.292682926,0.248091603,0.319727891,0.400763358,0.720491249,0.152671755,2.457643428708637,0.325714285,-0.07616529008373618,34.235642952680536,-1.5351596941948433,0.3296918002411774,95.70834429031483,"Suk-hwan Yang","sa3012438",
2026,"Suk-hwan Yang 양석환","Bears (KBO)",34,113,0.07079646,0.292035398,0.242424242,0.2,0.24778761,0.27,0.51778761,0.07,0.67526454625,0.267605633,-0.07927353400737047,4.268830151034038,-10.05425575308736,0.23625786123531206,29.803843805793996,"Suk-hwan Yang","sa3012438",
2023,"Jung-dae Bae 배정대","Wiz (KBO)",27,361,0.105263157,0.210526315,0.5,0.276527331,0.355742296,0.347266881,0.703009177,0.07073955,4.781597268953872,0.352941176,1.0200094552710652,42.508223583086455,-0.005418191567937802,0.3362751328543331,99.98725540475536,"Jung-dae Bae","sa3012441",
2024,"Jung-dae Bae 배정대","Wiz (KBO)",28,473,0.105708245,0.241014799,0.438596491,0.274752475,0.354838709,0.393564356,0.748403065,0.118811881,3.4830075659545403,0.358620689,-1.8850977520924062,61.15887195314307,-2.7723221585617566,0.3433034095013964,95.66358458170237,"Jung-dae Bae","sa3012441",
2025,"Jung-dae Bae 배정대","Wiz (KBO)",29,276,0.068840579,0.235507246,0.292307692,0.204166666,0.278810408,0.291666666,0.570477074,0.0875,5.54439056255522,0.267045454,-0.3318695593625307,19.21815137967432,-14.362602125555629,0.27084381562626497,57.22966096243564,"Jung-dae Bae","sa3012441",
2026,"Jung-dae Bae 배정대","Wiz (KBO)",30,93,0.043010752,0.268817204,0.16,0.232558139,0.282608695,0.325581395,0.60819009,0.093023256,7.0174359529431065,0.327868852,-0.1193131529726088,7.120382399037576,-4.6676440530269385,0.28354000267775165,60.403515618091745,"Jung-dae Bae","sa3012441",
2023,"Ji-yeol Im 임지열","Heroes (KBO)",27,245,0.114285714,0.261224489,0.4375,0.25592417,0.349794238,0.364928909,0.714723147,0.109004739,2.0681889312077084,0.342657342,-0.015362756326794624,30.095731805514056,1.2429832326876713,0.3429024354420572,104.30802365171654,"Ji-yeol Im","sa3012449",
2025,"Ji-yeol Im 임지열","Heroes (KBO)",29,417,0.100719424,0.26618705,0.378378378,0.243902439,0.322115384,0.382113821,0.704229205,0.138211382,5.370833837811607,0.316,-0.41170797357335687,47.4133883672319,-3.3227500808872565,0.32623937324835706,93.45092042374296,"Ji-yeol Im","sa3012449",
2023,"Byeong-wuk Lim 임병욱","Heroes (KBO)",27,220,0.045454545,0.336363636,0.135135135,0.258536585,0.292237442,0.404878048,0.69711549,0.146341463,6.192984505629131,0.3671875,0.6594159884843975,23.25015578343941,-2.6584347717516295,0.32055637254018216,89.7391764091197,"Byeong-wuk Lim","sa3012450",
2024,"Byeong-wuk Lim 임병욱","Heroes (KBO)",28,92,0.04347826,0.347826086,0.125,0.24137931,0.27173913,0.379310344,0.651049474,0.137931034,4.840242229774839,0.339622641,0.15129681047983468,7.639805767533334,-4.79501422882363,0.2895941002213437,61.43881270313179,"Byeong-wuk Lim","sa3012450",
2025,"Byeong-wuk Lim 임병욱","Heroes (KBO)",29,140,0.035714285,0.235714285,0.151515151,0.233082706,0.258992805,0.353383458,0.612376263,0.120300752,5.628405145012476,0.292929292,0.0919353230856359,10.442946278652917,-6.590769267478216,0.27708033349016586,61.30750657641939,"Byeong-wuk Lim","sa3012450",
2026,"Byeong-wuk Lim 임병욱","Heroes (KBO)",30,187,0.053475935,0.336898395,0.158730158,0.24117647,0.295698924,0.417647058,0.713345982,0.176470588,4.193311525022282,0.339805825,0.4666763381101191,20.233349562294244,-3.469456314437631,0.322106513925778,85.36267675447041,"Byeong-wuk Lim","sa3012450",
2023,"Ho-jae Kim 김호재","Lions (KBO)",28,127,0.047244094,0.133858267,0.352941176,0.215517241,0.25409836,0.275862068,0.529960428,0.060344827,3.399767272841678,0.252525252,0.32821241952478886,6.784637057392727,-8.171685672194828,0.25249108525573233,45.36300252448366,"Ho-jae Kim","sa3012454",
2023,"Gye-beom Park 박계범","Bears (KBO)",27,194,0.077319587,0.226804123,0.34090909,0.218934911,0.285714285,0.289940828,0.575655113,0.071005917,2.8227682211402767,0.277777777,-0.5725660149473697,13.692362543983911,-9.15430367286637,0.2748366974769755,59.931555939156134,"Gye-beom Park","sa3012458",
2025,"Gye-beom Park 박계범","Bears (KBO)",29,198,0.07070707,0.227272727,0.311111111,0.262857142,0.319371727,0.354285714,0.673657441,0.091428572,5.648139269798941,0.346153846,-0.026692654471844435,20.494437323818655,-3.596103234281093,0.3134257805909162,85.0725506735381,"Gye-beom Park","sa3012458",
2023,"Yoon-suk Oh 오윤석","Wiz (KBO)",31,223,0.058295964,0.197309417,0.295454545,0.251256281,0.313364055,0.386934673,0.700298728,0.135678392,4.675075551013302,0.304635761,0.034451538464054465,24.721369213527645,-1.540520303779639,0.3272972755410053,94.13400813081483,"Yoon-suk Oh","sa3012464",
2024,"Yoon-suk Oh 오윤석","Wiz (KBO)",32,201,0.089552238,0.203980099,0.43902439,0.293103448,0.368686868,0.488505747,0.857192615,0.195402299,4.313775506632653,0.348837209,-0.6143279999960214,32.668241387946026,5.500862917644397,0.38188407186305884,120.24804463065048,"Yoon-suk Oh","sa3012464",
2025,"Yoon-suk Oh 오윤석","Wiz (KBO)",33,184,0.065217391,0.222826086,0.292682926,0.256410256,0.335227272,0.32051282,0.655740092,0.064102564,3.8928571400000003,0.344827586,-0.2001197775825858,19.037393436844035,-3.349775566642598,0.31337152353741904,85.0370738429638,"Yoon-suk Oh","sa3012464",
2026,"Yoon-suk Oh 오윤석","Wiz (KBO)",34,142,0.077464788,0.232394366,0.333333333,0.286821705,0.340425531,0.333333333,0.673758864,0.046511628,2.6604583927217567,0.381443298,-0.5985866929404438,14.599948450437147,-3.398973659166735,0.3155441233089992,81.1156821588049,"Yoon-suk Oh","sa3012464",
2023,"Chang-jin Lee 이창진","Tigers (KBO)",32,284,0.119718309,0.154929577,0.772727272,0.270491803,0.361702127,0.389344262,0.751046389,0.118852459,6.091263105079992,0.313131313,0.7137703273911029,37.545105709562385,4.099470629224856,0.35509495400024904,112.25711701804373,"Chang-jin Lee","sa3012466",
2024,"Chang-jin Lee 이창진","Tigers (KBO)",33,247,0.182186234,0.145748987,1.25,0.261780104,0.400826446,0.329842931,0.730669377,0.068062827,3.381954941873533,0.310126582,-0.8558611958287656,34.53639418979536,1.151605721315247,0.3555219198061415,103.44949234110776,"Chang-jin Lee","sa3012466",
2025,"Chang-jin Lee 이창진","Tigers (KBO)",34,113,0.14159292,0.194690265,0.727272727,0.161290322,0.294642857,0.225806451,0.520449308,0.064516129,2.430353070449674,0.197183098,-0.9772200337611139,7.247064471082549,-6.501577362580438,0.26393332864556995,52.711130006590246,"Chang-jin Lee","sa3012466",
2023,"Han-wool Kang 강한울","Lions (KBO)",31,240,0.083333333,0.225,0.37037037,0.216981132,0.282051282,0.268867924,0.550919206,0.051886792,4.662003628260745,0.2875,-1.2244508098810911,15.152414891468911,-13.111502077830405,0.2651412366797484,53.61045642728036,"Han-wool Kang","sa3012471",
2026,"Chan-ho Park 박찬호","Bears (KBO)",31,368,0.097826086,0.135869565,0.72,0.28125,0.354570637,0.3875,0.742070637,0.10625,6.630898193578019,0.319702602,1.8254571775905788,46.61130324823858,-0.033790669608106054,0.3446119439270761,99.9275579342436,"Chan-ho Park","sa3012474",
2023,"Chan-ho Park 박찬호","Tigers (KBO)",28,507,0.078895463,0.110453648,0.714285714,0.300884955,0.356,0.378318584,0.734318584,0.077433629,6.649834375062261,0.333333333,2.1904970405157655,63.76484992005552,4.057325322410709,0.34671753334999084,106.7953333348721,"Chan-ho Park","sa3012474",
2024,"Chan-ho Park 박찬호","Tigers (KBO)",29,577,0.083188908,0.076256499,1.09090909,0.306796116,0.363157894,0.386407766,0.74956566,0.07961165,4.570075276465785,0.324152542,-2.671277742832899,75.69593267948937,-2.2920144715754893,0.3454964920380832,97.06106577323314,"Chan-ho Park","sa3012474",
2025,"Chan-ho Park 박찬호","Tigers (KBO)",30,595,0.10420168,0.115966386,0.898550724,0.286821705,0.36286201,0.358527131,0.721389141,0.071705426,5.519881530387423,0.319196428,2.0640980284661055,74.24954938906173,1.856258318004414,0.34017680532075273,102.56413030895695,"Chan-ho Park","sa3012474",
2023,"Yong-ho Cho 조용호","Wiz (KBO)",33,184,0.125,0.135869565,0.92,0.248447204,0.342391304,0.260869565,0.603260869,0.012422361,4.275845322436417,0.294117647,0.6175398963969201,16.881590155031326,-4.78741285476482,0.3024073175114134,77.9066307176176,"Yong-ho Cho","sa3012491",
2024,"Yong-ho Cho 조용호","Wiz (KBO)",34,165,0.078787878,0.151515151,0.52,0.248322147,0.308641975,0.281879194,0.590521169,0.033557047,4.479180191746565,0.298387096,0.40617862227372825,12.675840283671846,-9.625739057620535,0.2823744773128886,56.838307680756735,"Yong-ho Cho","sa3012491",
2023,"Tae-jin Kim 김태진","Heroes (KBO)",27,210,0.023809523,0.109523809,0.217391304,0.277777777,0.29468599,0.303030303,0.597716293,0.025252526,1.28869047125,0.308988764,-0.16750436834990978,15.989521024457247,-8.741406323679657,0.2820800214573957,64.65394847258653,"Tae-jin Kim","sa3012499",
2024,"Tae-jin Kim 김태진","Heroes (KBO)",28,202,0.034653465,0.133663366,0.259259259,0.222222222,0.248730964,0.285714285,0.534445249,0.063492063,4.64285714,0.257668711,-0.09996971092186868,8.540604213148695,-18.761935344069858,0.24226767098417087,31.281354597985132,"Tae-jin Kim","sa3012499",
2025,"Tae-jin Kim 김태진","Heroes (KBO)",29,304,0.065789473,0.174342105,0.37735849,0.23297491,0.281456953,0.340501792,0.621958745,0.107526882,3.2324334909082193,0.267857142,-0.4947333848103881,24.66153439143632,-12.325962223019856,0.2852896950965704,66.67532720178099,"Tae-jin Kim","sa3012499",
2025,"Tae-hoon Kim 김태훈","Lions (KBO)",29,98,0.030612244,0.244897959,0.125,0.236559139,0.260416666,0.311827956,0.572244622,0.075268817,2.2373253770158454,0.298507462,0.11194730084389448,6.325295393957582,-5.598305488334212,0.2644493418435256,53.04853337846561,"Tae-hoon Kim","sa3012501",
2023,"Jae-seong Kim 김재성","Lions (KBO)",27,125,0.152,0.248,0.612903225,0.191919191,0.349593495,0.252525252,0.602118747,0.060606061,1.0010084594375317,0.268656716,-0.5326458266936243,12.005835182435364,-2.714954905741364,0.30800634964567714,81.55700278667834,"Jae-seong Kim","sa3012516",
2023,"Min-jae Shin 신민재","Twins (KBO)",27,331,0.087613293,0.102719033,0.852941176,0.276595744,0.343949044,0.308510638,0.652459682,0.031914894,7.1511994932090115,0.312,-0.42480250750668347,33.983741867929055,-4.996910285562917,0.3166326542568814,87.1810500607151,"Min-jae Shin","sa3012520",
2024,"Min-jae Shin 신민재","Twins (KBO)",28,474,0.135021097,0.099156118,1.361702127,0.297157622,0.400871459,0.356589147,0.757460606,0.059431525,7.479575943614331,0.335276967,0.7112990044988692,68.50008638560928,4.43373118698752,0.3609690568592871,106.92052977454678,"Min-jae Shin","sa3012520",
2025,"Min-jae Shin 신민재","Twins (KBO)",29,538,0.115241635,0.105947955,1.087719298,0.313174946,0.394736842,0.382289416,0.777026258,0.06911447,6.195463336740264,0.352078239,-1.6236254558898509,78.16442011201134,12.706284656164557,0.3659423139310421,119.41131467873123,"Min-jae Shin","sa3012520",
