Season,Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
2023,"Sung-ju Moon 문성주","Twins (KBO)",26,530,0.124528301,0.06226415,2,0.295964125,0.39312977,0.374439461,0.767569231,0.078475336,5.763550251955792,0.313253012,-1.182183603523299,75.83493029772232,13.418780323853003,0.36927021914766034,121.49889143990906,"Sung-ju Moon","sa3012668",
2024,"Sung-ju Moon 문성주","Twins (KBO)",27,361,0.135734072,0.105263157,1.289473684,0.314754098,0.411111111,0.380327868,0.791438979,0.06557377,4.875550604959607,0.355555555,-1.0825344142504036,56.35946754362472,7.566315166615324,0.3744437732630306,115.50692012713745,"Sung-ju Moon","sa3012668",
2025,"Sung-ju Moon 문성주","Twins (KBO)",28,542,0.099630996,0.108856088,0.915254237,0.305263157,0.374538745,0.374736842,0.749275587,0.069473685,3.0814126978452543,0.33649289,-1.2041522404178977,72.26664274641806,6.321829703538951,0.35091664782309445,109.58654579766316,"Sung-ju Moon","sa3012668",
2026,"Sung-ju Moon 문성주","Twins (KBO)",29,191,0.083769633,0.12565445,0.666666666,0.295857988,0.359788359,0.360946745,0.720735104,0.065088757,2.1741364152895444,0.335616438,-0.2562401662580669,22.722364696593765,-1.4874530705494822,0.33523025423447717,93.85599228851608,"Sung-ju Moon","sa3012668",
2024,"Min-jae Jeon 전민재","Bears (KBO)",25,276,0.061594202,0.192028985,0.320754716,0.245967741,0.301470588,0.298387096,0.599857684,0.052419355,5.275892303697586,0.301020408,-0.2225379499141127,20.825393503431112,-16.47906648563978,0.28078503428350077,55.82547907014963,"Min-jae Jeon","sa3012673",
2025,"Min-jae Jeon 전민재","Giants (KBO)",26,369,0.059620596,0.170731707,0.349206349,0.287009063,0.337047353,0.377643504,0.714690857,0.090634441,2.5113648704091425,0.339622641,-1.0959677859209478,43.60720109969501,-1.2888063040363384,0.33186504103679176,97.12935207701962,"Min-jae Jeon","sa3012673",
2026,"Min-jae Jeon 전민재","Giants (KBO)",27,297,0.057239057,0.205387205,0.278688524,0.272058823,0.318644067,0.404411764,0.723055831,0.132352941,3.8144995271695685,0.320388349,0.1808037282899022,34.08938010572954,-3.556252757315199,0.3301270557662188,90.5533458017484,"Min-jae Jeon","sa3012673",
2026,"Jae-hyun Choo 추재현","Heroes (KBO)",27,84,0.083333333,0.142857142,0.583333333,0.289473684,0.357142857,0.394736842,0.751879699,0.105263158,0.14285714,0.322580645,-0.09368690382689238,11.084008834458276,0.43675913581935877,0.3510623574256897,104.10208408914457,"Jae-hyun Choo","sa3012679",
2025,"Jae-hyun Choo 추재현","Bears (KBO)",26,87,0.034482758,0.195402298,0.176470588,0.222222222,0.258823529,0.320987654,0.579811183,0.098765432,3.39285714,0.269841269,-0.06804072437807918,5.8262821181233795,-4.7589553998295395,0.2674974413479076,55.041581336666354,"Jae-hyun Choo","sa3012679",
2023,"Dong-hui Han 한동희","Giants (KBO)",24,353,0.07365439,0.164305949,0.448275862,0.222570532,0.279202279,0.304075235,0.583277514,0.081504703,1.7606913115352687,0.252873563,-0.8832385470159352,25.72594445527354,-15.845566753737534,0.2778307795524597,61.88359216947871,"Dong-hui Han","sa3012686",
2026,"Dong-hui Han 한동희","Giants (KBO)",27,204,0.078431372,0.171568627,0.457142857,0.28021978,0.343137254,0.439560439,0.782697693,0.159340659,2.629267044067327,0.307692307,0.009022852871567011,27.075399937116504,1.2177935261362771,0.3520011037293047,104.70961428827053,"Dong-hui Han","sa3012686",
2023,"Won-seok Lee 이원석","Eagles (KBO)",24,138,0.152173913,0.239130434,0.636363636,0.189655172,0.318840579,0.215517241,0.53435782,0.025862069,7.900026510001604,0.26506024,1.2174253179691732,10.013054102749773,-6.238698154597333,0.27741443592569104,61.61215076499252,"Won-seok Lee","sa3012693",
2024,"Won-seok Lee 이원석","Eagles (KBO)",25,154,0.103896103,0.207792207,0.5,0.233082706,0.322368421,0.278195488,0.600563909,0.045112782,7.2098304400956215,0.303921568,0.5302702309563756,13.025043457559267,-7.789763927646956,0.2913784714121568,62.57585389339995,"Won-seok Lee","sa3012693",
2025,"Won-seok Lee 이원석","Eagles (KBO)",26,248,0.092741935,0.205645161,0.450980392,0.202830188,0.290456431,0.29245283,0.582909261,0.089622642,6.994061811483691,0.245283018,2.6721328808926046,18.931553192190616,-11.24245720381311,0.27927306133681806,62.74125627893974,"Won-seok Lee","sa3012693",
2026,"Won-seok Lee 이원석","Eagles (KBO)",27,168,0.06547619,0.166666666,0.392857142,0.276315789,0.329268292,0.355263157,0.684531449,0.078947368,6.3690986629403845,0.333333333,-0.7183026978746057,17.908052935607756,-3.3864464616700753,0.32015093870279265,84.09708348390204,"Won-seok Lee","sa3012693",
2023,"Eun-won Jung 정은원","Eagles (KBO)",23,459,0.135076252,0.159041394,0.849315068,0.221649484,0.332599118,0.268041237,0.600640355,0.046391753,3.2446050314549133,0.267515923,-0.4637427497655153,41.321746814250695,-12.73299438953425,0.3001642964007312,76.44425982629129,"Eun-won Jung","sa3012695",
2025,"Jun-woo Choi 최준우","Landers (KBO)",26,192,0.15625,0.244791666,0.638297872,0.190789473,0.328042328,0.25,0.578042328,0.059210527,3.1030025966808976,0.245283018,0.16385866841301322,16.331467019041128,-7.029057158510144,0.29023750875362014,69.91053323510246,"Jun-woo Choi","sa3012699",
2023,"Young-soo Oh 오영수","Dinos (KBO)",23,238,0.071428571,0.231092436,0.309090909,0.235576923,0.30472103,0.346153846,0.650874876,0.110576923,3.6888746543371553,0.296052631,-0.8244508039206266,22.62428667840995,-5.404097649478541,0.3067213016851195,80.71919670338823,"Young-soo Oh","sa3012702",
2025,"Young-soo Oh 오영수","Dinos (KBO)",25,179,0.122905027,0.262569832,0.468085106,0.232258064,0.33519553,0.322580645,0.657776175,0.090322581,2.501857251273572,0.314285714,-0.46927512250840664,18.92409437543015,-2.8547276442660836,0.31620866759529326,86.8921852537096,"Young-soo Oh","sa3012702",
2023,"Hyung-jun Kim 김형준","Dinos (KBO)",23,82,0.097560975,0.292682926,0.333333333,0.236111111,0.320987654,0.513888888,0.834876542,0.277777777,0.8336466087500001,0.261904761,-0.053840689826756716,12.4595432280528,2.8027049302088676,0.3808108972914425,129.0230077771378,"Hyung-jun Kim","sa3012705",
2024,"Hyung-jun Kim 김형준","Dinos (KBO)",24,414,0.108695652,0.347826086,0.3125,0.194915254,0.285012285,0.372881355,0.65789364,0.177966101,0.9353829087500001,0.261306532,-0.22300935513339937,37.23372868442203,-18.72296129918431,0.2975998620436291,66.54026300578253,"Hyung-jun Kim","sa3012705",
2025,"Hyung-jun Kim 김형준","Dinos (KBO)",25,415,0.108433734,0.303614457,0.357142857,0.232044198,0.320388349,0.41436464,0.734752989,0.182320442,3.837616915888771,0.3,0.18775326712056994,50.89586118509734,0.4030615304943321,0.33747613661497544,100.7982554606825,"Hyung-jun Kim","sa3012705",
2026,"Hyung-jun Kim 김형준","Dinos (KBO)",26,229,0.087336244,0.31441048,0.277777777,0.246231155,0.323008849,0.427135678,0.750144527,0.180904523,2.46277239,0.325,-0.2089938623830676,28.326134891886607,-0.7002958341647222,0.34099594576168907,97.58738564595127,"Hyung-jun Kim","sa3012705",
2024,"Bon-hyeok Gu 구본혁","Twins (KBO)",27,389,0.097686375,0.131105398,0.745098039,0.256637168,0.335064935,0.327433628,0.662498563,0.07079646,4.9150758093351135,0.293103448,-0.5984160581137985,40.07017784504678,-12.507484965636472,0.3127768979444132,76.21140937612184,"Bon-hyeok Gu","sa3012711",
2025,"Bon-hyeok Gu 구본혁","Twins (KBO)",28,397,0.0906801,0.110831234,0.818181818,0.285714285,0.363636363,0.352769679,0.716406042,0.067055394,4.597013923387175,0.325503355,-0.6331638433039188,49.17106687252345,0.8683163595658738,0.3390045827254653,101.79765406802859,"Bon-hyeok Gu","sa3012711",
2026,"Bon-hyeok Gu 구본혁","Twins (KBO)",29,218,0.077981651,0.123853211,0.629629629,0.271276595,0.336538461,0.287234042,0.623772503,0.015957447,3.669617286193389,0.314814814,0.3585760644637048,20.071380998002088,-7.5607670294179545,0.3024442112789704,72.63778761638355,"Bon-hyeok Gu","sa3012711",
2023,"Dae-han Kim 김대한","Bears (KBO)",22,89,0.078651685,0.235955056,0.333333333,0.197530864,0.269662921,0.296296296,0.565959217,0.098765432,5.6154057555036845,0.254237288,-1.1137782807927579,6.093647823733884,-4.387554719047946,0.2720869592066561,58.13882327777784,"Dae-han Kim","sa3012718",
2024,"Dae-han Kim 김대한","Bears (KBO)",23,89,0.08988764,0.292134831,0.307692307,0.133333333,0.229885057,0.186666666,0.416551723,0.053333333,4.140639117513702,0.18,-0.3246115897782147,1.2212362135286785,-10.808100522077515,0.20910937758697862,10.152149202988761,"Dae-han Kim","sa3012718",
2025,"Seung-kyu Park 박승규","Lions (KBO)",24,200,0.105,0.215,0.488372093,0.287356321,0.376884422,0.419540229,0.796424651,0.132183908,4.5302671615644385,0.352,-0.9784544259309769,29.938077372210937,5.604198020595033,0.3714772714442344,123.03043398718454,"Seung-kyu Park","sa3012721",
2026,"Seung-kyu Park 박승규","Lions (KBO)",25,262,0.152671755,0.141221374,1.081081081,0.285714285,0.400763358,0.502304147,0.903067505,0.216589862,7.065865407586751,0.306358381,0.4608829692006111,46.75734029489312,13.548061472947927,0.4077612499624377,140.79601230001768,"Seung-kyu Park","sa3012721",
2026,"Do-hwan Kim 김도환","Lions (KBO)",26,85,0.117647058,0.235294117,0.5,0.294117647,0.402439024,0.397058823,0.799497847,0.102941176,1.0264778275,0.395833333,-0.10089358873665333,13.113948789026573,2.3399461177848115,0.37828289081410665,121.71844753696466,"Do-hwan Kim","sa3012722",
2023,"Seung-min Go 고승민","Giants (KBO)",22,308,0.136363636,0.207792207,0.65625,0.223529411,0.331125827,0.317647058,0.648772885,0.094117647,5.586025411287976,0.284974093,0.10675277397967875,30.26825798578537,-6.003768791482083,0.31090671162940187,83.44793681271544,"Seung-min Go","sa3012726",
2024,"Seung-min Go 고승민","Giants (KBO)",23,532,0.077067669,0.146616541,0.525641025,0.307692307,0.357815442,0.476091476,0.833906918,0.168399169,4.864183631623546,0.337531486,-1.280442496528849,81.1583459400878,9.252647700284482,0.3703020995170608,112.86775308046823,"Seung-min Go","sa3012726",
2025,"Seung-min Go 고승민","Giants (KBO)",24,538,0.104089219,0.154275092,0.674698795,0.270788912,0.34962406,0.34968017,0.69930423,0.078891258,4.29675788070227,0.318652849,-0.06295376364141703,62.56174811968921,-2.896387336157579,0.329488183818968,95.57520647970294,"Seung-min Go","sa3012726",
2026,"Seung-min Go 고승민","Giants (KBO)",25,243,0.074074074,0.181069958,0.409090909,0.27027027,0.322314049,0.409909909,0.732223958,0.139639639,3.849635677438914,0.310344827,-0.6670501995831728,28.297057714766673,-2.503914627724475,0.33216255507528536,91.87066369242433,"Seung-min Go","sa3012726",
2025,"Sun-woo Oh 오선우","Tigers (KBO)",28,474,0.071729957,0.333333333,0.215189873,0.265446224,0.32278481,0.432494279,0.755279089,0.167048055,2.2419866641303727,0.375478927,-1.3214260512031615,60.21224201577915,2.5409479524494487,0.3429935673030756,104.40591457798605,"Sun-woo Oh","sa3012730",
2023,"Woo-hyuk Byun 변우혁","Tigers (KBO)",23,226,0.101769911,0.327433628,0.31081081,0.225,0.314159292,0.35,0.664159292,0.125,1.15720139625,0.319327731,-0.17647781665436924,23.198675399577404,-3.4165130798461196,0.3166054219669766,87.16329556528424,"Woo-hyuk Byun","sa3012733",
2024,"Woo-hyuk Byun 변우혁","Tigers (KBO)",24,187,0.085561497,0.256684491,0.333333333,0.303571428,0.368983957,0.470238095,0.839222052,0.166666667,4.62966879485516,0.396551724,0.06414372916333377,29.58445832585936,4.309335072394663,0.37686488940754037,117.0497094284355,"Woo-hyuk Byun","sa3012733",
2025,"Woo-hyuk Byun 변우혁","Tigers (KBO)",25,153,0.065359477,0.307189542,0.212765957,0.218309859,0.274509803,0.267605633,0.542115436,0.049295774,1.1946864025000001,0.326315789,-0.14008384430781007,9.198951089107096,-9.416466614879072,0.25889351009543426,49.41576512214013,"Woo-hyuk Byun","sa3012733",
2023,"Si-hwan Roh 노시환","Eagles (KBO)",22,595,0.124369747,0.198319327,0.627118644,0.297665369,0.388235294,0.540856031,0.929091325,0.243190662,2.5806056629177885,0.331521739,-0.5095306495204568,109.23154287294872,39.16058205322749,0.4220156145297875,155.88703450774705,"Si-hwan Roh","sa3012734",
2024,"Si-hwan Roh 노시환","Eagles (KBO)",23,601,0.09983361,0.214642262,0.465116279,0.271863117,0.356073211,0.454372623,0.810445834,0.182509506,4.518173544679377,0.315649867,0.792431196430698,85.9200996332776,4.68828639620657,0.35916585696710124,105.77149051508185,"Si-hwan Roh","sa3012734",
2025,"Si-hwan Roh 노시환","Eagles (KBO)",24,624,0.112179487,0.200320512,0.56,0.259740259,0.354166666,0.497217068,0.851383734,0.237476809,4.94417350861601,0.279792746,0.050766697619110346,96.68716717365449,20.765463596612854,0.37808523620767004,127.35115601764795,"Si-hwan Roh","sa3012734",
2026,"Si-hwan Roh 노시환","Eagles (KBO)",25,340,0.094117647,0.273529411,0.344086021,0.262626262,0.345132743,0.484848484,0.829981227,0.222222222,4.073390591019773,0.321052631,-0.8115867497399449,51.034615402174424,7.938604717207383,0.37318732622450435,118.42074148170882,"Si-hwan Roh","sa3012734",
2023,"Kang-min Kim 김강민","Landers (KBO)",40,166,0.138554216,0.228915662,0.605263157,0.224637681,0.333333333,0.289855072,0.623188405,0.065217391,3.2884674794292854,0.287128712,-0.16554846451617777,15.541872476749493,-4.007336760349202,0.30485323762021416,79.50128462104522,"Kang-min Kim","sa3012834",
2024,"Kang-min Kim 김강민","Eagles (KBO)",41,87,0.091954022,0.24137931,0.38095238,0.22368421,0.32183908,0.263157894,0.584996974,0.039473684,0.5595238025,0.296296296,-0.06920979986898601,7.1500025063133545,-4.609012055458992,0.28859856621972446,60.80443619448745,"Kang-min Kim","sa3012834",
2026,"Hyoung-woo Choi 최형우","Lions (KBO)",42,348,0.14367816,0.137931034,1.041666666,0.328719723,0.425287356,0.508650519,0.933937875,0.179930796,1.728478038402228,0.353191489,-0.21798772178590298,65.62737738587474,21.517342920084943,0.4200996245409167,148.78106122717506,"Hyoung-woo Choi","sa3012871",
2023,"Hyoung-woo Choi 최형우","Tigers (KBO)",39,508,0.127952755,0.163385826,0.78313253,0.301624129,0.399606299,0.487238979,0.886845278,0.18561485,1.66813803375,0.337313432,-0.46961046126671135,89.03349597877025,29.208205060420024,0.4111798606680695,148.82250401470424,"Hyoung-woo Choi","sa3012871",
2024,"Hyoung-woo Choi 최형우","Tigers (KBO)",40,487,0.10677618,0.176591375,0.604651162,0.28,0.361396303,0.498823529,0.860219832,0.218823529,2.951998685733874,0.301242236,-0.5988874633330852,77.39986665160521,11.57641732306344,0.3777081781292554,117.58707184317032,"Hyoung-woo Choi","sa3012871",
2025,"Hyoung-woo Choi 최형우","Tigers (KBO)",41,549,0.122040072,0.178506375,0.683673469,0.307036247,0.398907103,0.528784648,0.927691751,0.221748401,2.360762952013401,0.34090909,-0.4243737030774355,100.40440616052227,33.6079073403366,0.41320363563001705,150.3138756281346,"Hyoung-woo Choi","sa3012871",
2023,"Kyung-su Park 박경수","Wiz (KBO)",39,221,0.135746606,0.208144796,0.652173913,0.2,0.314814814,0.286486486,0.6013013,0.086486486,0.5595238025,0.260869565,-0.15853092004545033,19.120893503242073,-6.905463372654383,0.295598348351412,73.46742225359371,"Kyung-su Park","sa3012911",
2023,"Jae-il Oh 오재일","Lions (KBO)",36,364,0.118131868,0.302197802,0.39090909,0.203174603,0.302197802,0.355555555,0.657753357,0.152380952,1.7613293130578547,0.269035532,-0.04826540010981262,36.02911497490269,-6.837825761867942,0.31182820787114546,84.04871995914895,"Jae-il Oh","sa3013047",
2024,"Jae-il Oh 오재일","Wiz (KBO)",37,272,0.110294117,0.257352941,0.428571428,0.245689655,0.327205882,0.405172413,0.732378295,0.159482758,1.02102169625,0.302469135,-0.1743061626330018,32.00753803349653,-4.756277607906666,0.32980580847052965,87.06261163340679,"Jae-il Oh","sa3013047",
2023,"Won-seok Lee 이원석","Heroes (KBO)",36,273,0.073260073,0.216117216,0.33898305,0.218623481,0.283088235,0.255060728,0.538148963,0.036437247,0.8021037149999999,0.28042328,-0.2063893110025674,16.57538677361484,-15.574818778963133,0.2619901877927604,51.5560833553854,"Won-seok Lee","sa3013066",
2024,"Won-seok Lee 이원석","Heroes (KBO)",37,109,0.128440366,0.165137614,0.777777777,0.219780219,0.330275229,0.263736263,0.594011492,0.043956044,0.43697478375,0.266666666,-0.08202642947435379,9.372604529603045,-5.359953944341618,0.29301440715789795,63.61830870163529,"Won-seok Lee","sa3013066",
2024,"Joo-hwan Choi 최주환","Heroes (KBO)",36,544,0.086397058,0.169117647,0.510869565,0.25726141,0.325367647,0.390041493,0.71540914,0.132780083,1.6075750689576287,0.287564766,-0.8322107032872736,61.20322487660766,-12.324406406198728,0.32380443349535615,83.23840141293842,"Joo-hwan Choi","sa3013103",
2025,"Joo-hwan Choi 최주환","Heroes (KBO)",37,506,0.071146245,0.130434782,0.545454545,0.274509803,0.330039525,0.424836601,0.754876126,0.150326798,1.39285714,0.294573643,-0.48428986174985766,63.975051866621335,2.4103371070330875,0.3422429743740294,103.91512754740361,"Joo-hwan Choi","sa3013103",
2026,"Joo-hwan Choi 최주환","Heroes (KBO)",38,277,0.115523465,0.137184115,0.842105263,0.234309623,0.324817518,0.322175732,0.64699325,0.087866109,1.59138654625,0.265,-0.2666473416611552,26.556300719117278,-8.554272691870576,0.30707729954422613,75.63619200478932,"Joo-hwan Choi","sa3013103",
2023,"Joo-hwan Choi 최주환","Landers (KBO)",35,478,0.092050209,0.196652719,0.468085106,0.234741784,0.310272536,0.429577464,0.73985,0.19483568,0.9291474587499999,0.253968253,-0.30210609291680157,57.441647841199966,1.1493465440121569,0.33942636400146164,102.04174730385304,"Joo-hwan Choi","sa3013103",
2023,"Sung-hyun Kim 김성현","Landers (KBO)",36,354,0.081920903,0.101694915,0.805555555,0.267741935,0.328445747,0.322580645,0.651026392,0.05483871,3.260177877112882,0.298181818,0.09386751800775528,34.9216171769463,-6.767660352770194,0.31139521598815917,83.76642447702255,"Sung-hyun Kim","sa3013146",
2024,"Sung-hyun Kim 김성현","Landers (KBO)",37,167,0.095808383,0.16766467,0.571428571,0.226950354,0.320987654,0.283687943,0.604675597,0.056737589,5.6449309721864545,0.274336283,0.27952368767000735,14.360131298327833,-8.211770216798396,0.2930162795531897,63.61950183374937,"Sung-hyun Kim","sa3013146",
2025,"Sung-hyun Kim 김성현","Landers (KBO)",38,137,0.116788321,0.145985401,0.8,0.217391304,0.315789473,0.269565217,0.58535469,0.052173913,2.7342020184172986,0.252631578,-0.38266630936414003,11.24117358493705,-5.427533770919847,0.2864573001861572,67.43878421374546,"Sung-hyun Kim","sa3013146",
2024,"Jae-won Lee 이재원","Eagles (KBO)",36,152,0.046052631,0.138157894,0.333333333,0.23880597,0.286666666,0.291044776,0.577711442,0.052238806,0.99812029625,0.264957264,-0.09484305907972157,9.579422776039177,-10.965062435333198,0.266350872964667,46.627708981174656,"Jae-won Lee","sa3013147",
2025,"Jae-won Lee 이재원","Eagles (KBO)",37,151,0.092715231,0.15231788,0.608695652,0.2,0.279720279,0.256,0.535720279,0.056,2.436477299832925,0.23076923,-0.3746615182608366,9.032513234923075,-9.339565675546934,0.2585090048663266,49.16435031081628,"Jae-won Lee","sa3013147",
2023,"Do-hwan Hur 허도환","Twins (KBO)",38,81,0.037037037,0.24691358,0.15,0.140625,0.243243243,0.28125,0.524493243,0.140625,2.64285714,0.162790697,-0.03888494265265763,4.5776646792643705,-4.961407297874149,0.25651825360349706,47.988574677235576,"Do-hwan Hur","sa3013160",
2024,"Do-hwan Hur 허도환","Twins (KBO)",39,105,0.085714285,0.247619047,0.346153846,0.1375,0.3,0.1625,0.4625,0.025,3.341793787126842,0.2,-0.5502448519691825,5.476128664102789,-8.715785462174182,0.25373133659362795,38.58625845236401,"Do-hwan Hur","sa3013160",
2024,"Min-sung Kim 김민성","Giants (KBO)",35,84,0.119047619,0.214285714,0.555555555,0.2,0.321428571,0.357142857,0.678571428,0.157142857,1.3775622920940462,0.235294117,-0.529738244600594,8.944128511192652,-2.409402789828924,0.3168052796806608,78.77838422295864,"Min-sung Kim","sa3013175",
2025,"Min-sung Kim 김민성","Giants (KBO)",36,254,0.129921259,0.188976377,0.6875,0.242990654,0.353174603,0.345794392,0.698968995,0.102803738,1.4817787378063185,0.298780487,-0.7187477611005306,30.097410988029022,-0.8066157885231795,0.33226356468352664,97.3899330519116,"Min-sung Kim","sa3013175",
2023,"Min-sung Kim 김민성","Twins (KBO)",34,315,0.079365079,0.184126984,0.431034482,0.25,0.326797385,0.37867647,0.705473855,0.12867647,2.683763095166444,0.288461538,-0.26126524643041193,36.56919981877026,-0.5271912034350921,0.3341149025493198,98.57886120749717,"Min-sung Kim","sa3013175",
2023,"Hyung-jong Lee 이형종","Heroes (KBO)",34,370,0.105405405,0.21081081,0.5,0.217948717,0.329700272,0.323717948,0.65341822,0.105769231,2.19093405875,0.278969957,-0.27817689743824303,37.96519274093041,-5.6083459200727015,0.3165528334983408,87.12900973293686,"Hyung-jong Lee","sa3013195",
2024,"Hyung-jong Lee 이형종","Heroes (KBO)",35,126,0.174603174,0.214285714,0.814814814,0.215686274,0.36,0.362745098,0.722745098,0.147058824,3.6054843820766806,0.253521126,0.10515694390051067,15.87313666860269,-1.1571602829296752,0.33944557174559564,93.20528416960133,"Hyung-jong Lee","sa3013195",
2025,"Hyung-jong Lee 이형종","Heroes (KBO)",36,82,0.109756097,0.268292682,0.409090909,0.2,0.3,0.328571428,0.628571428,0.128571428,2.444860230132452,0.260869565,0.12395448749884963,7.512584997824732,-2.4643055363377897,0.29847976714372637,75.29986394157979,"Hyung-jong Lee","sa3013195",
2026,"Hyung-jong Lee 이형종","Heroes (KBO)",37,137,0.124087591,0.277372262,0.447368421,0.206896551,0.323529411,0.327586206,0.651115617,0.120689655,4.123276762722522,0.28,0.27027967758476734,13.798251556923823,-3.5669056896658375,0.3129848776494755,79.45941036401301,"Hyung-jong Lee","sa3013195",
2026,"Jae-hwan Kim 김재환","Landers (KBO)",37,296,0.152027027,0.283783783,0.535714285,0.206477732,0.334459459,0.384615384,0.719074843,0.178137652,1.9192374743623462,0.251655629,-0.09187073586508632,35.677695491505396,-1.8411843989364953,0.3371411118958447,95.09264561118854,"Jae-hwan Kim","sa3013200",
2023,"Jae-hwan Kim 김재환","Bears (KBO)",34,484,0.14876033,0.20661157,0.72,0.219753086,0.342975206,0.330864197,0.673839403,0.111111111,2.316540196829453,0.265993265,-0.02876960881985724,53.150426994583505,-3.848472226836782,0.32593854553997514,93.24816394806706,"Jae-hwan Kim","sa3013200",
2024,"Jae-hwan Kim 김재환","Bears (KBO)",35,552,0.114130434,0.304347826,0.375,0.282700421,0.367753623,0.525316455,0.893070078,0.242616034,1.8522721746353368,0.367132867,-0.6450273299124092,93.33494626763546,18.726026289493667,0.38949658929324543,125.0989108205558,"Jae-hwan Kim","sa3013200",
2025,"Jae-hwan Kim 김재환","Bears (KBO)",36,407,0.14004914,0.235872235,0.59375,0.241279069,0.353808353,0.404069767,0.75787812,0.162790698,4.350423019257698,0.295358649,0.08657876076176763,54.06478369135238,4.545339210814013,0.3502932049260281,109.17889782184525,"Jae-hwan Kim","sa3013200",
2023,"Jae-hoon Choi 최재훈","Eagles (KBO)",33,417,0.134292565,0.115107913,1.166666666,0.247706422,0.392156862,0.293577981,0.685734843,0.045871559,1.08650587688589,0.285714285,-0.6556899626739323,52.422688309862664,3.3141325757051003,0.34664582942568994,106.74858489760054,"Jae-hoon Choi","sa3013205",
2024,"Jae-hoon Choi 최재훈","Eagles (KBO)",34,348,0.094827586,0.166666666,0.568965517,0.257142857,0.370588235,0.335714285,0.70630252,0.078571428,1.3742927775,0.303571428,-0.28709250316023827,43.78854528579908,-3.2475129612903064,0.3392735921284732,93.09569491510004,"Jae-hoon Choi","sa3013205",
2025,"Jae-hoon Choi 최재훈","Eagles (KBO)",35,348,0.132183908,0.137931034,0.958333333,0.286245353,0.414201183,0.353159851,0.767361034,0.066914498,1.5071984535177343,0.336283185,-0.7268723268061876,51.92702595976205,9.586075887950374,0.37088046130344005,122.64020025930469,"Jae-hoon Choi","sa3013205",
2026,"Jae-hoon Choi 최재훈","Eagles (KBO)",36,104,0.076923076,0.182692307,0.421052631,0.164705882,0.284313725,0.164705882,0.449019607,0,2.64285714,0.205882352,-0.1044969311915338,4.221850942518115,-8.960458208177686,0.23969249456536537,32.026641874767996,"Jae-hoon Choi","sa3013205",
2023,"Sung-woo Jang 장성우","Wiz (KBO)",33,464,0.090517241,0.150862068,0.6,0.287804878,0.351409978,0.421951219,0.773361197,0.134146341,1.1529953760796792,0.31845238,-0.6018492728471756,62.94539380057558,8.301820993263568,0.3595975879741752,115.19267603993984,"Sung-woo Jang","sa3013216",
2024,"Sung-woo Jang 장성우","Wiz (KBO)",34,489,0.122699386,0.17586912,0.697674418,0.267942583,0.355236139,0.449760765,0.804996904,0.181818182,2.9311175370303735,0.289719626,0.6565143414773047,70.46249359389931,4.368722091523719,0.360481558145319,106.60988470202021,"Sung-woo Jang","sa3013216",
2025,"Sung-woo Jang 장성우","Wiz (KBO)",35,480,0.114583333,0.2,0.572916666,0.246973365,0.332635983,0.380145278,0.712781261,0.133171913,0.9994238131453675,0.282958199,-0.9548890986479819,56.0022254555711,-2.3990849883070733,0.3299727839743816,95.89206993803244,"Sung-woo Jang","sa3013216",
2026,"Sung-woo Jang 장성우","Wiz (KBO)",36,201,0.184079601,0.243781094,0.75510204,0.204968944,0.358208955,0.416149068,0.774358023,0.211180124,2.883407526972131,0.238095238,0.016229537781327963,27.152098737024662,1.67475124385297,0.3548811379105154,106.57349138995662,"Sung-woo Jang","sa3013216",
2023,"Sun-bin Kim 김선빈","Tigers (KBO)",33,473,0.080338266,0.054968287,1.461538461,0.319809069,0.380645161,0.357995226,0.738640387,0.038186157,2.2549573361625774,0.338383838,-0.3005571982357651,62.37050359611279,6.667033902452052,0.3546527179338599,111.96879465339802,"Sun-bin Kim","sa3013220",
2024,"Sun-bin Kim 김선빈","Tigers (KBO)",34,466,0.064377682,0.083690987,0.769230769,0.3286052,0.379912663,0.44680851,0.826721173,0.11820331,2.8504498287143742,0.346666666,0.15753600792959332,73.69285148744491,10.70778498415854,0.3767876863219332,117.0005138973694,"Sun-bin Kim","sa3013220",
2025,"Sun-bin Kim 김선빈","Tigers (KBO)",35,308,0.10064935,0.113636363,0.885714285,0.32103321,0.395424836,0.42804428,0.823469116,0.10701107,4.0236907165172076,0.358974358,0.40376285230740905,48.82256135036632,11.348387148877828,0.38256943693348006,130.28322142033235,"Sun-bin Kim","sa3013220",
2026,"Sun-bin Kim 김선빈","Tigers (KBO)",36,322,0.127329192,0.105590062,1.205882352,0.242753623,0.345794392,0.304347826,0.650142218,0.061594203,1.21178237125,0.272727272,-0.3423175332136452,33.03105606256639,-7.783401115549458,0.3152568915858865,80.92979386793657,"Sun-bin Kim","sa3013220",
2025,"Sun-jin Oh 오선진","Heroes (KBO)",35,163,0.073619631,0.276073619,0.266666666,0.237762237,0.3081761,0.314685314,0.622861414,0.076923077,1.46230158375,0.336734693,-0.16009582206606865,14.51950978787975,-5.312601883687212,0.2952868458609911,73.2121219783982,"Sun-jin Oh","sa3013231",
